"","ï..PWSID","Water.System.Name","Fee.Code","Population","Service.Connections","CES.3.0.Score","Median_12month_HH_Income","Median_rent_pct_Income","tag","logService.Connections","Median_12month_HH_Income2","fee.code"
"193","CA4500106","RIO VISTA MOBILEHOME ESTATES","SC",25,19,25.64," $38,474.00 ",40.6,"Bin A",1.27875360095283,38474,4
"194","CA5200555","RIO RANCH COMMUNITY SVCS DIST","SC",44,17,25.64," $38,474.00 ",40.6,"Bin A",1.23044892137827,38474,4
"195","CA5200584","LITTLE AVENUE WATER SYSTEM","SC",53,16,25.64," $38,474.00 ",40.6,"Bin A",1.20411998265592,38474,4
"196","CA5200588","JUANITA COURT MUTUAL WATER","SC",42,14,25.64," $38,474.00 ",40.6,"Bin A",1.14612803567824,38474,4
"197","CA5201140","ANTOINETTE MUTUAL WATER CO","SC",25,12,25.64," $38,474.00 ",40.6,"Bin A",1.07918124604762,38474,4
"198","CA4910018","ARMSTRONG VALLEY-CAL WATER SERVICE (PUC)","SC",424,269,11.72," $58,419.00 ",40.6,"Bin A",2.42975228000241,58419,4
"199","CA1000199","FOWLER CARE CENTER","SC",46,1,51.33," $45,531.00 ",40.5,"Bin A",0,45531,4
"200","CA3110018","TAHOE PARK WATER COMPANY","SC",750,445,2.06," $78,726.38 ",40.44,"Bin A",2.64836001098093,78726.38,4
"201","CA1010001","BAKMAN WATER COMPANY","DAVCL",16756,2505,52.05," $39,946.37 ",40.44,"Bin B",3.39880773020326,39946.37,2
"202","CA4010010","SAN MIGUEL COMMUNITY SERVICES DISTRICT","DAVCS",2600,892,22.79," $70,437.93 ",40.34,"Bin A",2.95036485437612,70437.93,3
"203","CA3700934","PAUMA VALLEY WATER COMPANY","SC",120,28,13.89," $84,881.12 ",40.31,"Bin A",1.44715803134222,84881.12,4
"204","CA1010055","FCSA #47/QUAIL LAKE ESTATES","SC",1982,709,23.63," $120,137.00 ",40.3,"Bin A",2.85064623518307,120137,4
"205","CA3110047","TALMONT RESORT IMPROVEMENT DISTRICT","SC",300,341,6.65," $79,821.00 ",40.3,"Bin A",2.5327543789925,79821,4
"206","CA3110031","WARD WELL WATER COMPANY","SC",375,226,6.65," $79,821.00 ",40.3,"Bin A",2.3541084391474,79821,4
"207","CA3100029","TAHOE CITY PUD - TIMBERLAND","SC",200,136,6.65," $79,821.00 ",40.3,"Bin A",2.13353890837022,79821,4
"208","CA3110044","TAHOE CITY PUD - ALPINE PEAKS","SC",201,97,6.65," $79,821.00 ",40.3,"Bin A",1.98677173426624,79821,4
"209","CA4500210","LASSEN PINES MUTUAL WATER CO INC","DAVCS",600,194,13.83," $51,440.43 ",40.23,"Bin A",2.28780172993023,51440.43,3
"210","CA3410012","CALAM - ISLETON","SC",1571,476,29.85," $43,281.04 ",40.22,"Bin A",2.67760695272049,43281.04,4
"211","CA1910038","EL MONTE-CITY, WATER DEPT.","DAVCL",22968,3877,54.38," $42,853.19 ",40.21,"Bin C",3.58849580100721,42853.19,2
"212","CA3410022","OLYMPIA MOBILODGE","SC",450,200,50.44," $40,801.00 ",40.2,"Bin A",2.30102999566398,40801,4
"213","CA0910017","EL DORADO ID - STRAWBERRY","SC",400,149,10.09," $57,452.00 ",40.2,"Bin A",2.17318626841227,57452,4
"214","CA0900300","KYBURZ MUTUAL WATER SYSTEM","SC",150,119,10.09," $57,452.00 ",40.2,"Bin A",2.07554696139253,57452,4
"215","CA4110020","PALO ALTO PARK MUTUAL WATER COMPANY","DAVCS",2500,692,43.24," $69,741.52 ",40.13,"Bin A",2.84010609445676,69741.52,3
"216","CA0410009","DEL ORO WATER CO.-MAGALIA","SC",191,58,18," $41,159.45 ",40.1,"Bin A",1.76342799356294,41159.45,4
"217","CA1900649","GOLDEN SANDS MOBILE HOME PARK","SC",450,152,25.27," $40,238.00 ",40.1,"Bin A",2.18184358794477,40238,4
"218","CA1900843","CALIFORNIAN MOBILE HOME PARK","SC",372,133,25.27," $40,238.00 ",40.1,"Bin A",2.12385164096709,40238,4
"219","CA1000299","THREE PALMS MOBILEHOME PARK","SC",300,105,71.34," $22,428.00 ",40,"Bin A",2.02118929906994,22428,4
"220","CA0400023","GOLDEN OAKS MOBILE ESTATES","SC",34,52,33.96," $43,125.00 ",40,"Bin A",1.7160033436348,43125,4
"221","CA0410012","SFWP-BANGOR","DAVCS",73,18,33.96," $43,125.00 ",40,"Bin A",1.25527250510331,43125,3
"222","CA3510002","SAN JUAN BAUTISTA, CITY OF","SC",2195,804,27.24," $79,063.00 ",40,"Bin A",2.90525604874845,79063,4
"223","CA3500556","MISSION FARM R.V. PARK","SC",110,173,27.24," $79,063.00 ",40,"Bin A",2.2380461031288,79063,4
"224","CA3500578","LOS MADRONES MWC","SC",36,14,27.24," $79,063.00 ",40,"Bin A",1.14612803567824,79063,4
"225","CA3500576","AROMAS HILLS MUTUAL WATER ASSOCIATION","SC",44,10,27.24," $79,063.00 ",40,"Bin A",1,79063,4
"226","CA5601119","SIETE ROBLES MUTUAL WATER CO","SC",323,95,8.59," $76,500.00 ",40,"Bin A",1.97772360528885,76500,4
"227","CA3500900","ASHFORD HIGHLANDS MWC","SC",132,63,27.24," $79,080.60 ",39.98,"Bin A",1.79934054945358,79080.6,4
"228","CA5410001","CUTLER PUD","DAVCL",6200,1218,45.82," $39,242.62 ",39.94,"Bin B",3.08564728829686,39242.62,2
"229","CA5000080","COUNTRY WESTERN MOBILE HOME PARK","SC",90,60,57.36," $49,471.00 ",39.9,"Bin A",1.77815125038364,49471,4
"230","CA5000389","MONTEREY PARK TRACT CSD","SC",186,51,57.36," $49,471.00 ",39.9,"Bin A",1.70757017609794,49471,4
"231","CA3700933","PALOMAR MOUNTAIN MUTUAL WATER CO.","SC",70,197,13.69," $52,584.35 ",39.89,"Bin A",2.29446622616159,52584.35,4
"232","CA4910029","CAMP MEEKER WATER SYSTEM","SC",1168,354,9.16," $70,196.55 ",39.87,"Bin A",2.54900326202579,70196.55,4
"233","CA0210002","KIRKWOOD MEADOWS PUBLIC UTILITY DISTRICT","SC",7851,863,17.24," $54,263.70 ",39.85,"Bin A",2.93601079571521,54263.7,4
"234","CA4910004","SWEETWATER SPRINGS CWD - GUERNEVILLE","DAVCL",6000,2676,10.82," $60,754.08 ",39.8,"Bin B",3.42748610909579,60754.08,2
"235","CA3010008","EASTSIDE WATER ASSOCIATION","SC",2000,333,36.67," $53,869.00 ",39.8,"Bin A",2.52244423350632,53869,4
"236","CA3010097","MIDWAY CITY MUTUAL WC","DAVCS",1285,198,36.67," $53,869.00 ",39.8,"Bin A",2.29666519026153,53869,3
"237","CA4410001","BIG BASIN WATER COMPANY","SC",1650,593,9.41," $96,821.17 ",39.72,"Bin A",2.77305469336426,96821.17,4
"238","CA1910147","SATIVA-L.A. CWD","DAVCL",6837,1643,63.22," $35,967.04 ",39.7,"Bin B",3.21563756343506,35967.04,2
"239","CA5610056","VINEYARD AVE ESTATES MWC","SC",1200,342,27.9," $52,500.00 ",39.7,"Bin A",2.53402610605613,52500,4
"240","CA5610068","CLOVERDALE MUTUAL WATER CO.","DAVCS",455,150,27.9," $52,500.00 ",39.7,"Bin A",2.17609125905568,52500,3
"241","CA5610029","VINEYARD AVENUE ACRES MWC","SC",1820,364,27.9," $52,505.59 ",39.7,"Bin A",2.56110138364906,52505.59,4
"242","CA5610010","CAL AMERICAN WC - RIO PLAZA","SC",1716,516,27.9," $52,519.51 ",39.7,"Bin A",2.71264970162721,52519.51,4
"243","CA3410033","FLORIN COUNTY WATER DISTRICT","C1",7652,2373,44.26," $41,779.96 ",39.66,"Bin B",3.37529773821734,41779.96,1
"244","CA3310033","SANTA ANA RIVER WATER COMPANY","C1",6613,2031,36.56," $58,545.18 ",39.66,"Bin B",3.30770992340481,58545.18,1
"245","CA1910223","GSWC-SOUTH SAN GABRIEL","C1",27843,4927,37.51," $48,325.59 ",39.63,"Bin C",3.69258256227491,48325.59,1
"246","CA5400529","SHADY GROVE MHP","SC",95,42,51.2," $27,348.00 ",39.6,"Bin A",1.6232492903979,27348,4
"247","CA5401038","AKIN WATER CO","SC",86,26,51.2," $27,348.00 ",39.6,"Bin A",1.41497334797082,27348,4
"248","CA1900599","VALHALLA WATER ASSOCIATION","SC",25,9,26.04," $56,979.00 ",39.6,"Bin A",0.954242509439325,56979,4
"249","CA4500317","SHASTA CSA - FRENCH GULCH, #11","DAVCS",277,84,20.61," $55,444.00 ",39.6,"Bin A",1.92427928606188,55444,3
"250","CA1010021","MENDOTA, CITY OF","C1",11104,1911,54.33," $27,655.81 ",39.57,"Bin B",3.28126068705501,27655.81,1
"251","CA0410005","CAL-WATER SERVICE CO.-OROVILLE","DAVCL",10698,3503,35.3," $30,916.71 ",39.47,"Bin C",3.54444013731769,30916.71,2
"252","CA4210024","LA CUMBRE MUTUAL WATER CO","C1",4861,1436,8.64," $101,572.63 ",39.41,"Bin B",3.15715443990628,101572.63,1
"253","CA1500452","RIVERDALE VILLAGE","SC",750,290,57.94," $20,389.00 ",39.4,"Bin A",2.46239799789896,20389,4
"254","CA3600087","DEER LODGE WATER SYSTEM","SC",745,149,17.45," $77,321.00 ",39.3,"Bin A",2.17318626841227,77321,4
"255","CA2300708","RIDGEWOOD WATER SYSTEM","SC",220,167,17.41," $47,695.00 ",39.3,"Bin A",2.22271647114758,47695,4
"256","CA2300591","PINE MOUNTAIN MUTUAL WATER CO.","SC",310,124,17.41," $47,695.00 ",39.3,"Bin A",2.09342168516224,47695,4
"257","CA2300717","CREEKSIDE CABINS & RV RESORT","SC",124,55,17.41," $47,695.00 ",39.3,"Bin A",1.74036268949424,47695,4
"258","CA5410021","EARLIMART PUD","DAVCL",8800,1545,37.16," $28,164.49 ",39.28,"Bin B",3.18892848376085,28164.49,2
"259","CA1910077","GSWC - FLORENCE/GRAHAM","C1",66203,9682,62.5," $41,060.61 ",39.24,"Bin D",3.98596507830487,41060.61,1
"260","CA5601116","SAN CAYETANO MUTUAL WATER CO","SC",46,50,27.22," $73,639.78 ",39.2,"Bin A",1.69897000433602,73639.78,4
"261","CA3910009","SAN JOAQUIN COUNTY - THORNTON","SC",964,292,33.21," $44,938.00 ",39.2,"Bin A",2.46538285144842,44938,4
"262","CA3910022","LITTLE POTATO SLOUGH MUTUAL","SC",350,202,33.21," $44,938.00 ",39.2,"Bin A",2.30535136944662,44938,4
"263","CA3901114","KING ISLAND TRAILER PARK WATER SYSTEM","SC",200,76,33.21," $44,938.00 ",39.2,"Bin A",1.88081359228079,44938,4
"264","CA3900664","NEW HOPE LANDING GENERAL STORE","SC",125,44,33.21," $44,938.00 ",39.2,"Bin A",1.64345267648619,44938,4
"265","CA3900762","RIVERSIDE MOBILE HOME PARK","SC",55,28,33.21," $44,938.00 ",39.2,"Bin A",1.44715803134222,44938,4
"266","CA2300605","RIVER ESTATES MUTUAL WATER COMPANY","SC",250,82,27.61," $39,067.00 ",39.2,"Bin A",1.91381385238372,39067,4
"267","CA0410018","DEL ORO WATER CO.-STIRLING BLUFFS","SC",508,154,23.47," $39,444.00 ",39.2,"Bin A",2.18752072083646,39444,4
"268","CA1010027","REEDLEY, CITY OF","C1",24194,6342,47.28," $43,066.57 ",39.18,"Bin C",3.80222623769107,43066.57,1
"269","CA1710005","LUCERNE WATER CO. - CAL WATER SERVICE","DAVCL",2397,1209,20.08," $33,344.00 ",39.1,"Bin B",3.08242630086077,33344,2
"270","CA4300546","SIERRA ROAD IMPROVEMENT ASSOCIATION INC","SC",210,47,9.35," $112,826.00 ",39.1,"Bin A",1.67209785793572,112826,4
"271","CA2210002","PONDEROSA BASIN MUTUAL WTR CO","SC",798,314,13.47," $75,588.00 ",39,"Bin A",2.49692964807321,75588,4
"272","CA2210924","YOSEMITE WEST WATER SYSTEM","SC",420,176,13.47," $75,588.00 ",39,"Bin A",2.24551266781415,75588,4
"273","CA2210906","MARIPOSA PINES MUTUAL","SC",284,86,13.47," $75,588.00 ",39,"Bin A",1.93449845124357,75588,4
"274","CA2210900","CEDAR LODGE RESORT","SC",656,7,13.47," $75,588.00 ",39,"Bin A",0.845098040014257,75588,4
"275","CA4900675","ROSELAND MOBILE HOME PARK","SC",130,70,36.66," $44,091.00 ",38.9,"Bin A",1.84509804001426,44091,4
"276","CA3701988","ALPINE OAKS ESTATES LLC","SC",125,68,7.65," $116,680.00 ",38.9,"Bin A",1.83250891270624,116680,4
"277","CA0310008","CAMANCHE NORTH SHORE INC.","SC",255,211,28.93," $67,688.00 ",38.8,"Bin A",2.32428245529769,67688,4
"278","CA0300037","JACKSON VALLEY IRRIGATION DISTRICT","SC",2000,190,28.93," $67,688.00 ",38.8,"Bin A",2.27875360095283,67688,4
"279","CA0800557","HUNTER VALLEY CSD","DAVCS",96,65,16.84," $36,125.00 ",38.8,"Bin A",1.81291335664286,36125,3
"280","CA0800548","KLAMATH C.S.D.","SC",100,60,16.84," $36,125.00 ",38.8,"Bin A",1.77815125038364,36125,4
"281","CA0800526","REDWOOD PARK C.S.D.","SC",200,44,16.84," $36,125.00 ",38.8,"Bin A",1.64345267648619,36125,4
"282","CA3710041","MAJESTIC PINES COMMUNITY SD","SC",1502,703,13.88," $43,274.00 ",38.8,"Bin A",2.84695532501982,43274,4
"283","CA3702354","WARNER SPRINGS ESTATES","SC",435,307,13.88," $43,274.00 ",38.8,"Bin A",2.48713837547719,43274,4
"284","CA3700900","LAKE HENSHAW RESORT INC.","SC",300,101,13.88," $43,274.00 ",38.8,"Bin A",2.00432137378264,43274,4
"285","CA3700958","LOS TULES MUTUAL WATER COMPANY","SC",140,100,13.88," $43,274.00 ",38.8,"Bin A",2,43274,4
"286","CA3701341","QUIET OAKS MOBILE HOME PARK","SC",120,45,13.88," $43,274.00 ",38.8,"Bin A",1.65321251377534,43274,4
"287","CA3702236","PALOMAR OBSERVATORY","SC",50,27,13.88," $43,274.00 ",38.8,"Bin A",1.43136376415899,43274,4
"288","CA3710800","PUERTA LA CRUZ CC #14","SC",125,6,13.88," $43,274.00 ",38.8,"Bin A",0.778151250383644,43274,4
"289","CA4900600","RINCON VALLEY MOBILE ESTATES","SC",460,230,5.33," $57,396.00 ",38.8,"Bin A",2.36172783601759,57396,4
"290","CA0310021","AWA - CAMANCHE VILLAGE","DAVCS",2384,725,28.93," $67,689.40 ",38.8,"Bin A",2.86033800657099,67689.4,3
"291","CA3400122","EL DORADO WEST MHP","SC",172,128,52.27," $35,810.00 ",38.7,"Bin A",2.10720996964787,35810,4
"292","CA1600002","SUNSET VISTA ESTATES MHP","SC",400,108,52.27," $35,810.00 ",38.7,"Bin A",2.03342375548695,35810,4
"293","CA3400401","PLANTATION MOBILE HOME PARK","SC",44,45,52.27," $35,810.00 ",38.7,"Bin A",1.65321251377534,35810,4
"294","CA0500091","RITE OF PASSAGE/SIERRA RIDGE","SC",150,13,15.18," $40,329.00 ",38.7,"Bin A",1.11394335230684,40329,4
"295","CA3010079","EL TORO WATER DISTRICT","C1",49054,9583,17.79," $85,331.51 ",38.69,"Bin D",3.98150148814825,85331.51,1
"296","CA1910011","GSWC - BELL, BELL GARDENS","C1",58039,7332,59.18," $41,120.64 ",38.64,"Bin D",3.86522245629018,41120.64,1
"297","CA4400645","HIDDEN MEADOW MUTUAL WATER CO","SC",45,16,6.98," $98,602.12 ",38.6,"Bin A",1.20411998265592,98602.12,4
"298","CA2701403","PINE ST WS #01","SC",36,17,25.09," $70,815.00 ",38.6,"Bin A",1.23044892137827,70815,4
"299","CA5500193","TAMARRON MOBILE HOME PARK","SC",225,100,24.4," $49,386.00 ",38.6,"Bin A",2,49386,4
"300","CA5500040","BLUEBELL VALLEY MWC","DAVCS",282,91,24.4," $49,386.00 ",38.6,"Bin A",1.95904139232109,49386,3
"301","CA5500086","SONORA ESTATES MOBILE HOME PARK","SC",231,87,24.4," $49,386.00 ",38.6,"Bin A",1.93951925261862,49386,4
"302","CA5500125","MOTHER LODE MOBILE ESTATES","DAVCS",210,75,24.4," $49,386.00 ",38.6,"Bin A",1.8750612633917,49386,3
"303","CA5500124","MONO VISTA RANCH MHP","SC",105,30,24.4," $49,386.00 ",38.6,"Bin A",1.47712125471966,49386,4
"304","CA5601141","SOUTH MOUNTAIN MUTUAL WATER CO","SC",58,20,22.33," $57,382.75 ",38.55,"Bin A",1.30102999566398,57382.75,4
"305","CA1710006","KONOCTI COUNTY WATER DISTRICT","DAVCL",4425,1796,22.94," $28,642.23 ",38.5,"Bin B",3.25430633233129,28642.23,2
"306","CA4010024","SLO CWWD NO. 23 - SANTA MARGARITA","SC",1259,503,16.06," $69,831.00 ",38.5,"Bin A",2.70156798505593,69831,4
"307","CA4000507","GARDEN FARMS C.W.D.","SC",240,107,16.06," $69,831.00 ",38.5,"Bin A",2.02938377768521,69831,4
"308","CA4900943","ALLIANCE REDWOODS CONFERENCE GROUNDS","SC",418,73,8.85," $72,306.44 ",38.44,"Bin A",1.86332286012046,72306.44,4
"309","CA1910163","VALENCIA HEIGHTS WATER CO.","C1",7775,1677,26.31," $96,996.01 ",38.41,"Bin B",3.22453306260609,96996.01,1
"310","CA2710011","SOLEDAD, CITY OF","C1",16729,3948,25.04," $70,018.46 ",38.4,"Bin C",3.5963771439976,70018.46,1
"311","CA3901215","SAN JUAN VISTA","SC",100,73,56.63," $38,202.00 ",38.4,"Bin A",1.86332286012046,38202,4
"312","CA5410011","SPRINGVILLE PUD","DAVCS",1500,369,22.38," $42,775.00 ",38.4,"Bin A",2.56702636615906,42775,3
"313","CA5410022","CAMP NELSON WATER COMPANY","SC",107,300,22.38," $42,775.00 ",38.4,"Bin A",2.47712125471966,42775,4
"314","CA5410034","DEL ORO CALIFORNIA PINES DISTRICT","SC",934,283,22.38," $42,775.00 ",38.4,"Bin A",2.45178643552429,42775,4
"315","CA5400934","PONDEROSA CSD","SC",340,146,22.38," $42,775.00 ",38.4,"Bin A",2.16435285578444,42775,4
"316","CA5402036","R-RANCH IN THE SEQUOIAS","SC",330,115,22.38," $42,775.00 ",38.4,"Bin A",2.06069784035361,42775,4
"317","CA5400728","GRIER MUTUAL WATER CO","SC",94,99,22.38," $42,775.00 ",38.4,"Bin A",1.99563519459755,42775,4
"318","CA5400732","PIERPOINT SPRINGS WATER CO.","SC",40,84,22.38," $42,775.00 ",38.4,"Bin A",1.92427928606188,42775,4
"319","CA5402048","DEL ORO RIVER ISLAND SERV TERR #2","SC",99,30,22.38," $42,775.00 ",38.4,"Bin A",1.47712125471966,42775,4
"320","CA5410800","CAL FIRE - MOUNTAIN HOME CNSRVTN CAMP","SC",93,5,22.38," $42,775.00 ",38.4,"Bin A",0.698970004336019,42775,4
"321","CA1910161","LIBERTY UTILITIES - LYNWOOD","C1",34171,4480,50.55," $49,751.23 ",38.39,"Bin C",3.65127801399814,49751.23,1
"322","CA1910049","HUNTINGTON PARK-CITY, WATER DEPT.","DAVCL",15414,5572,53.83," $41,253.00 ",38.33,"Bin C",3.74601110775193,41253,2
"323","CA0510002","CALAVERAS PUD","DAVCL",6254,1895,15.48," $42,110.94 ",38.3,"Bin B",3.27760921430409,42110.94,2
"324","CA1700554","LAKE COUNTY CSA 13 - KONO TAYEE","DAVCS",397,143,19.66," $34,832.37 ",38.29,"Bin A",2.15533603746506,34832.37,3
"325","CA5602111","NYELAND ACRES MUTUAL WATER CO","SC",915,183,26.75," $63,812.77 ",38.23,"Bin A",2.26245108973043,63812.77,4
"326","CA4210003","GUADALUPE WATER DEPARTMENT","DAVCL",7517,2219,38.3," $45,097.00 ",38.2,"Bin B",3.34615730223201,45097,2
"327","CA5200548","LASSEN VIEW WATER DISTRICT","SC",85,30,26.96," $34,083.00 ",38.2,"Bin A",1.47712125471966,34083,4
"328","CA1010024","CWS - SELMA","C1",26062,6357,54.94," $43,022.58 ",38.18,"Bin C",3.80325221143046,43022.58,1
"329","CA3410023","CAL AM FRUITRIDGE VISTA","C1",15712,4761,48.93," $34,329.35 ",38.13,"Bin C",3.67769818147451,34329.35,1
"330","CA5310003","TRINITY CENTER M.W.C. .","SC",729,252,8.56," $40,139.00 ",38.1,"Bin A",2.40140054078154,40139,4
"331","CA5301002","LEWISTON COMMUNITY SERVICES DISTRICT","SC",701,219,8.56," $40,139.00 ",38.1,"Bin A",2.34044411484012,40139,4
"332","CA5301103","COVINGTON MILL - A","SC",58,42,8.56," $40,139.00 ",38.1,"Bin A",1.6232492903979,40139,4
"333","CA5301101","TREASURE CREEK WOODS MWC","SC",131,32,8.56," $40,139.00 ",38.1,"Bin A",1.50514997831991,40139,4
"334","CA4400572","FERN GROVE WATER CLUB","SC",65,67,6.94," $98,548.40 ",38.06,"Bin A",1.82607480270083,98548.4,4
"335","CA3310016","HEMET, CITY OF","DAVCL",29982,9325,36.85," $35,219.39 ",38.05,"Bin D",3.96964884048073,35219.39,2
"336","CA5410009","PIXLEY PUBLIC UTIL DIST","SC",2709,821,52.66," $28,778.00 ",38,"Bin A",2.91434315711944,28778,4
"337","CA5400641","TEVISTON CSD","DAVCS",343,104,52.66," $28,778.00 ",38,"Bin A",2.01703333929878,28778,3
"338","CA1910159","TRACT 180 MUTUAL WATER CO.","DAVCL",14000,1149,60.21," $42,416.83 ",37.99,"Bin B",3.06032002868829,42416.83,2
"339","CA2910004","NEVADA ID - E. GEORGE, BANNER MOUNTAIN","C1",17077,6013,28.73," $45,345.42 ",37.98,"Bin C",3.7790912038455,45345.42,1
"340","CA5500363","TUD-WARDS FERRY RANCHES","SC",55,23,24.42," $49,445.94 ",37.93,"Bin A",1.36172783601759,49445.94,4
"341","CA0810001","CITY OF CRESCENT CITY","DAVCL",14000,3416,13.33," $38,383.90 ",37.9,"Bin C",3.53351786201697,38383.9,2
"342","CA3301535","RANCHO CARRILLO MWC","SC",210,74,26.16," $70,545.00 ",37.9,"Bin A",1.86923171973098,70545,4
"343","CA3100038","HEATHER GLEN COMMUNITY SERVICE DIST","SC",250,101,6.59," $67,823.00 ",37.9,"Bin A",2.00432137378264,67823,4
"344","CA4500054","BALLS FERRY FISHING RESORT","SC",204,75,29.66," $39,274.00 ",37.8,"Bin A",1.8750612633917,39274,4
"345","CA4500200","AMBERWOOD MOBILE HOME PARK","SC",120,38,29.66," $39,274.00 ",37.8,"Bin A",1.57978359661681,39274,4
"346","CA4500062","LONE TREE MOBILE HOME PARK","SC",85,26,29.66," $39,274.00 ",37.8,"Bin A",1.41497334797082,39274,4
"347","CA3710011","JACUMBA COMMUNITY SD","DAVCS",560,241,27.75," $49,231.00 ",37.8,"Bin A",2.38201704257487,49231,3
"348","CA3710047","CAMPO HILLS-COUNTY PUBLIC WORKS WASTEWTR","SC",500,216,27.75," $49,231.00 ",37.8,"Bin A",2.33445375115093,49231,4
"349","CA3700923","LAKE MORENA OAK SHORES MWC","SC",670,205,27.75," $49,231.00 ",37.8,"Bin A",2.31175386105575,49231,4
"350","CA3701793","TWIN LAKES RESORT","SC",200,145,27.75," $49,231.00 ",37.8,"Bin A",2.16136800223497,49231,4
"351","CA3700924","LAKE MORENA VIEWS MWC","SC",360,120,27.75," $49,231.00 ",37.8,"Bin A",2.07918124604762,49231,4
"352","CA3700859","RANCHO DEL CAMPO WATER SYSTEM","SC",290,110,27.75," $49,231.00 ",37.8,"Bin A",2.04139268515822,49231,4
"353","CA3700922","LIVE OAK SPRINGS WATER COMPANY","SC",300,96,27.75," $49,231.00 ",37.8,"Bin A",1.98227123303957,49231,4
"354","CA3710801","MCCAIN VALLEY CC #21","SC",130,3,27.75," $49,231.00 ",37.8,"Bin A",0.477121254719662,49231,4
"355","CA1910246","LAND PROJECTS MUTUAL WATER CO.","SC",1500,542,22.07," $56,574.00 ",37.8,"Bin A",2.73399928653839,56574,4
"356","CA1910066","LEISURE LAKE MOBILE ESTATES","SC",325,211,22.07," $56,574.00 ",37.8,"Bin A",2.32428245529769,56574,4
"357","CA1900785","MITCHELL'S AVENUE E MOBILE HOME PARK","SC",24,24,22.07," $56,574.00 ",37.8,"Bin A",1.38021124171161,56574,4
"358","CA3600400","APPLE VALLEY VILLAGE MHE","SC",180,93,20.39," $36,810.00 ",37.8,"Bin A",1.96848294855394,36810,4
"359","CA3601045","BEAR VALLEY MHP","SC",150,50,20.39," $36,810.00 ",37.8,"Bin A",1.69897000433602,36810,4
"360","CA1710012","COBB AREA COUNTY WATER DISTRICT","DAVCS",2013,622,11.46," $63,875.00 ",37.8,"Bin A",2.79379038469082,63875,3
"361","CA1700518","LOCH LOMOND MUTUAL WATER CO","DAVCS",588,210,11.46," $63,875.00 ",37.8,"Bin A",2.32221929473392,63875,3
"362","CA1700544","COBB AREA CWD - BONANZA SPRINGS","DAVCS",594,180,11.46," $63,875.00 ",37.8,"Bin A",2.25527250510331,63875,3
"363","CA1700530","COBB MOUNTAIN WATER COMPANY","SC",63,62,11.46," $63,875.00 ",37.8,"Bin A",1.79239168949825,63875,4
"364","CA1700563","COBB AREA CWD - MT. HANNAH","DAVCS",129,39,11.46," $63,875.00 ",37.8,"Bin A",1.5910646070265,63875,3
"365","CA1700542","COBB AREA CWD - BRANDING IRON","DAVCS",90,28,11.46," $63,875.00 ",37.8,"Bin A",1.44715803134222,63875,3
"366","CA1700527","MOUNTAIN OF ATTENTION WATER","SC",40,26,11.46," $63,875.00 ",37.8,"Bin A",1.41497334797082,63875,4
"367","CA1900563","SUNDALE MUTUAL WATER COMPANY A, B","SC",1100,330,22.07," $56,574.06 ",37.8,"Bin A",2.51851393987789,56574.06,4
"368","CA1900130","DEL RIO MUTUAL","SC",700,133,53.9," $42,705.68 ",37.8,"Bin A",2.12385164096709,42705.68,4
"369","CA1910023","AVERYDALE MWC","SC",964,292,27.67," $42,442.98 ",37.78,"Bin A",2.46538285144842,42442.98,4
"370","CA2710009","CWSC KING CITY","C1",14441,2701,26.12," $37,394.05 ",37.75,"Bin B",3.43152458418745,37394.05,1
"371","CA0410007","PARADISE IRRIGATION DISTRICT","DAVCL",4600,287,16.44," $48,076.43 ",37.73,"Bin A",2.45788189673399,48076.43,2
"372","CA3410045","CALAM - ARDEN","C1",3888,1178,34.23," $33,795.88 ",37.7,"Bin B",3.07114529045108,33795.88,1
"373","CA1700552","COBB AREA CWD - HILL NINE AND TEN","DAVCS",60,18,11.61," $63,666.47 ",37.61,"Bin A",1.25527250510331,63666.47,3
"374","CA1700574","COBB AREA CWD - STARVIEW","DAVCS",247,75,11.53," $63,541.99 ",37.61,"Bin A",1.8750612633917,63541.99,3
"375","CA4110019","O'CONNOR TRACT CO-OPERATIVE WATER CO.","SC",3128,348,30.58," $57,402.00 ",37.6,"Bin A",2.54157924394658,57402,4
"376","CA3301534","RANCHO CALIMESA MOBILE HOME PARK","SC",275,208,15.81," $60,372.00 ",37.6,"Bin A",2.31806333496276,60372,4
"377","CA3301114","CHERRY VALLEY WATER COMPANY","SC",210,76,15.81," $60,372.00 ",37.6,"Bin A",1.88081359228079,60372,4
"378","CA2210901","MPWD-COULTERVILLE CSA 1","SC",193,98,15.12," $45,635.00 ",37.6,"Bin A",1.99122607569249,45635,4
