PWSID,requested,responded,voluntary,tag,Service_Connections,Population,Fee_Code,Regulating_Agency,Water_System_Name,bill_freq,bill_freq_other,submetered_YN,expense_2019_Apr,expense_2019_May,expense_2019_Jun,expense_2019_Jul,expense_2019_Aug,expense_2019_Sep,expense_2019_Oct,expense_2019_Total,revenue_2019_Apr,revenue_2019_May,revenue_2019_Jun,revenue_2019_Jul,revenue_2019_Aug,revenue_2019_Sep,revenue_2019_Oct,revenue_2019_Total,expense_2020_Apr,expense_2020_May,expense_2020_Jun,expense_2020_Jul,expense_2020_Aug,expense_2020_Sep,expense_2020_Oct,expense_2020_Total,revenue_2020_Apr,revenue_2020_May,revenue_2020_Jun,revenue_2020_Jul,revenue_2020_Aug,revenue_2020_Sep,revenue_2020_Oct,revenue_2020_Total,comments_exp_rev,cash_reserve_restricted,cash_reserve_unrestricted,cash_reserve_total,months_before_assist,loans_YN,delinquent_num_acc,delinquent_amount_dollars,comments_cash_reserves,filename
CA0410002,n,NA,not.requested,NA,29283,104908,C1,DISTRICT 21 - VALLEY,CAL-WATER SERVICE CO.-CHICO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4310014,n,NA,not.requested,NA,29210,147055,C1,DISTRICT 17 - SANTA CLARA,CITY OF SUNNYVALE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5610017,n,NA,not.requested,NA,29055,113478,C1,DISTRICT 06 - SANTA BARBARA,VENTURA WATER DEPARTMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4810008,n,NA,not.requested,NA,28218,96735,C1,DISTRICT 04 - SAN FRANCISCO,CITY OF VACAVILLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3710005,n,NA,not.requested,NA,28079,88422,C1,DISTRICT 14 - SAN DIEGO,CARLSBAD MWD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3010022,n,NA,not.requested,NA,27643,114284,C1,DISTRICT 08 - SANTA ANA,GOLDEN STATE WC - WEST ORANGE COUNTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3710027,n,NA,not.requested,NA,27489,135204,C1,DISTRICT 14 - SAN DIEGO,VISTA IRRIGATION DISTRICT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4210010,n,NA,not.requested,NA,27107,94929,C1,DISTRICT 06 - SANTA BARBARA,CITY OF SANTA BARBARA WATER DEPARTMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1910234,n,NA,not.requested,NA,27089,105495,C1,DISTRICT 16 - CENTRAL,WALNUT VALLEY WATER DISTRICT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3610024,n,NA,not.requested,NA,26879,94133,C1,DISTRICT 13 - SAN BERNARDINO,HESPERIA WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3010023,n,NA,not.requested,NA,26817,67134,C1,DISTRICT 08 - SANTA ANA,CITY OF NEWPORT BEACH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3910004,n,NA,not.requested,NA,26688,68272,C1,DISTRICT 10 - STOCKTON,"LODI, CITY OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1910134,n,NA,not.requested,NA,26669,96314,C1,DISTRICT 22 - ANGELES,CALIFORNIA WATER SERVICE CO. - HERM/REDO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3710006,n,NA,not.requested,NA,26604,137941,C1,DISTRICT 14 - SAN DIEGO,"ESCONDIDO, CITY OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1910102,n,NA,not.requested,NA,26546,115525,C1,DISTRICT 07 - HOLLYWOOD,PALMDALE WATER DIST.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1910213,n,NA,not.requested,NA,26226,108217,C1,DISTRICT 15 - METROPOLITAN,"TORRANCE-CITY, WATER DEPT.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3110025,n,NA,not.requested,NA,26124,83546,C1,DISTRICT 02 - LASSEN,PLACER CWA - FOOTHILL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1910036,n,NA,not.requested,NA,26115,151300,C1,DISTRICT 22 - ANGELES,CALIFORNIA WATER SERVICE CO. - ELA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4310012,n,NA,not.requested,NA,25889,117200,C1,DISTRICT 17 - SANTA CLARA,CITY OF SANTA CLARA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1910179,n,NA,not.requested,NA,25758,107149,C1,DISTRICT 07 - HOLLYWOOD,"BURBANK-CITY, WATER DEPT.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4110008,n,NA,not.requested,NA,25459,107465,C1,DISTRICT 17 - SANTA CLARA,CALIFORNIA WATER SERVICE - SAN MATEO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5610023,n,NA,not.requested,NA,25385,97292,C1,DISTRICT 06 - SANTA BARBARA,VENTURA WWD NO. 8 - SIMI VALLEY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2810003,n,NA,not.requested,NA,25130,88068,C1,DISTRICT 03 - MENDOCINO,"NAPA, CITY OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3010037,n,NA,not.requested,NA,25093,82807,C1,DISTRICT 08 - SANTA ANA,YORBA LINDA WATER DISTRICT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0110009,n,NA,not.requested,NA,24923,86895,C1,DISTRICT 04 - SAN FRANCISCO,DUBLIN SAN RAMON SERVICES DISTRICT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3910011,n,NA,not.requested,NA,24905,92800,C1,DISTRICT 10 - STOCKTON,"TRACY, CITY OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4410010,n,NA,not.requested,NA,24421,97767,C1,DISTRICT 05 - MONTEREY,SANTA CRUZ WATER DEPARTMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1910104,n,NA,not.requested,NA,24059,70271,C1,DISTRICT 22 - ANGELES,CALIFORNIA WATER SERVICE CO. - PALOS VER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3010004,n,NA,not.requested,NA,24018,110000,C1,DISTRICT 08 - SANTA ANA,MESA WATER DISTRICT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3310020,n,NA,not.requested,NA,23765,78425,C1,DISTRICT 20 - RIVERSIDE,INDIO WATER AUTHORITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3610037,n,NA,not.requested,NA,23694,71554,C1,DISTRICT 13 - SAN BERNARDINO,REDLANDS CITY MUD-WATER DIV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1910007,n,NA,not.requested,NA,23590,106400,C1,DISTRICT 16 - CENTRAL,AZUSA LIGHT AND WATER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1910034,n,NA,not.requested,NA,23555,112831,C1,DISTRICT 16 - CENTRAL,"DOWNEY - CITY, WATER DEPT.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4310020,n,NA,not.requested,NA,23443,93300,C1,DISTRICT 17 - SANTA CLARA,CITY OF SAN JOSE - EVG/EDV/COY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2710010,n,NA,not.requested,NA,23312,106858,C1,DISTRICT 05 - MONTEREY,CWSC SALINAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4210011,n,NA,not.requested,NA,23118,107356,DAVCL,DISTRICT 06 - SANTA BARBARA,SANTA MARIA WATER DEPARTMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3710037,n,NA,not.requested,NA,22986,90864,C1,DISTRICT 14 - SAN DIEGO,PADRE DAM MWD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4110022,n,NA,not.requested,NA,22821,87023,C1,DISTRICT 17 - SANTA CLARA,CITY OF REDWOOD CITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3310005,n,NA,not.requested,NA,22727,89232,DAVCL,DISTRICT 20 - RIVERSIDE,DESERT WATER AGENCY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3910005,n,NA,not.requested,NA,22596,81664,C1,DISTRICT 10 - STOCKTON,"MANTECA, CITY OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3710029,n,NA,not.requested,NA,22579,86478,C1,DISTRICT 14 - SAN DIEGO,OLIVENHAIN MWD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4110013,n,NA,not.requested,NA,22549,102593,C1,DISTRICT 17 - SANTA CLARA,CITY OF DALY CITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0110008,n,NA,not.requested,NA,22220,79201,C1,DISTRICT 04 - SAN FRANCISCO,CITY OF PLEASANTON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3610004,n,NA,not.requested,NA,22034,83902,C1,DISTRICT 13 - SAN BERNARDINO,WEST VALLEY WATER DISTRICT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2410009,n,NA,not.requested,NA,21988,87110,DAVCL,DISTRICT 11 - MERCED,CITY OF MERCED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3710002,n,NA,not.requested,NA,21805,103233,C1,DISTRICT 14 - SAN DIEGO,VALLECITOS WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3610036,n,NA,not.requested,NA,21465,84364,C1,DISTRICT 13 - SAN BERNARDINO,"CHINO HILLS, CITY OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4310022,n,NA,not.requested,NA,21303,103590,C1,DISTRICT 17 - SANTA CLARA,GREAT OAKS WC INC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3610064,n,NA,not.requested,NA,21257,103000,C1,DISTRICT 13 - SAN BERNARDINO,EAST VALLEY WATER DISTRICT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3710001,n,NA,not.requested,NA,21187,95000,C1,DISTRICT 14 - SAN DIEGO,CAL-AM WATER CORONADO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3310049,n,NA,not.requested,NA,21137,85139,C1,DISTRICT 20 - RIVERSIDE,WESTERN MWD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3610012,n,NA,not.requested,NA,21126,73683,C1,DISTRICT 13 - SAN BERNARDINO,"CHINO, CITY OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3610003,n,NA,not.requested,NA,20871,62602,C1,DISTRICT 13 - SAN BERNARDINO,LIBERTY UTILITIES (AV RANCHOS) CORP.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3010064,n,NA,not.requested,NA,20706,96179,C1,DISTRICT 08 - SANTA ANA,CITY OF WESTMINSTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3410014,n,NA,not.requested,NA,20643,68122,C1,DISTRICT 09 - SACRAMENTO,"FOLSOM, CITY OF - MAIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA2110003,n,NA,not.requested,NA,20540,61500,C1,DISTRICT 18 - SONOMA,NORTH MARIN WATER DISTRICT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5610040,n,NA,not.requested,NA,20218,69828,C1,DISTRICT 06 - SANTA BARBARA,CAL AMERICAN WATER CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4910006,n,NA,not.requested,NA,20071,64251,C1,DISTRICT 18 - SONOMA,"PETALUMA, CITY OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1910239,n,NA,not.requested,NA,20041,62895,C1,DISTRICT 07 - HOLLYWOOD,"LAKEWOOD - CITY, WATER DEPT.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1910225,n,NA,not.requested,NA,19955,75384,C1,DISTRICT 22 - ANGELES,LAS VIRGENES MWD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3410006,n,NA,not.requested,NA,19878,66597,C1,DISTRICT 09 - SACRAMENTO,CITRUS HEIGHTS WATER DISTRICT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA1910174,n,NA,not.requested,NA,19852,64489,C1,DISTRICT 07 - HOLLYWOOD,SUBURBAN WATER SYSTEMS-WHITTIER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA4310009,n,NA,not.requested,NA,19842,66721,C1,DISTRICT 17 - SANTA CLARA,CITY OF PALO ALTO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA0710004,n,NA,not.requested,NA,19540,61383,C1,DISTRICT 04 - SAN FRANCISCO,BRENTWOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3610050,n,NA,not.requested,NA,19392,78564,C1,DISTRICT 13 - SAN BERNARDINO,"UPLAND, CITY OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3310002,n,NA,not.requested,NA,19278,49241,C1,DISTRICT 20 - RIVERSIDE,BEAUMONT CHERRY VALLEY WD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3110004,n,NA,not.requested,NA,18974,48165,C1,DISTRICT 02 - LASSEN,CITY OF LINCOLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA3010003,n,NA,not.requested,NA,18968,83884,C1,DISTRICT 08 - SANTA ANA,CITY OF BUENA PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
