"","Regulating Agency","Water System No.","Water System Name","Fed Type","State Type","DS Class","Max TP Class","Fee Code","Service Connections","Last SNSV","completed","PWSID","Population","tag"
"174","DISTRICT 09 - SACRAMENTO",3410009,"FAIR OAKS WATER DISTRICT","C","C","D3","T1","C1",14144,2019-01-16,"n",NA,35114,NA
"175","DISTRICT 07 - HOLLYWOOD",1910139,"CAL/AM WATER COMPANY - SAN MARINO","C","C","D4","T2","C1",14080,2019-12-11,"n",NA,46464,NA
"176","DISTRICT 08 - SANTA ANA",3010046,"CITY OF TUSTIN","C","C","D4","T3","C1",14046,2017-10-05,"n",NA,68088,NA
"177","DISTRICT 14 - SAN DIEGO",3710015,"POWAY, CITY OF","C","C","D5","T5","C1",13930,2019-04-24,"n",NA,49990,NA
"178","DISTRICT 06 - SANTA BARBARA",5610019,"CAMARILLO WATER DEPT","C","C","D4","T2","C1",13882,2019-03-15,"n",NA,43831,NA
"179","DISTRICT 08 - SANTA ANA",3010018,"CITY OF LA HABRA","C","C","D5","T2","C1",13801,2018-01-16,"n",NA,63118,NA
"180","DISTRICT 13 - SAN BERNARDINO",3610055,"YUCAIPA VALLEY WATER DISTRICT","C","C","D4","T3","C1",13636,2017-05-17,"n",NA,54292,NA
"181","DISTRICT 07 - HOLLYWOOD",1910092,"MONTEREY PARK-CITY, WATER DEPT.","C","C","D5","T4","C1",13625,2020-01-28,"n",NA,62183,NA
"182","DISTRICT 07 - HOLLYWOOD",1910059,"SUBURBAN WATER SYSTEMS-LA MIRADA","C","C","D3","T2","C1",13611,2018-06-21,"n",NA,55223,NA
"183","DISTRICT 22 - ANGELES",1910003,"CITY OF ARCADIA","C","C","D4","T3","C1",13545,2017-06-06,"n",NA,44705,NA
"184","DISTRICT 07 - HOLLYWOOD",1910044,"GLENDORA-CITY, WATER DEPT.","C","C","D4","T2","C1",13468,2018-07-11,"n",NA,44444,NA
"185","DISTRICT 06 - SANTA BARBARA",5610059,"GOLDEN STATE WATER COMPANY - SIMI VALLEY","C","C","D3","T2","C1",13453,2018-04-18,"n",NA,43670,NA
"186","DISTRICT 16 - CENTRAL",1910083,"MANHATTAN BEACH-CITY, WATER DEPT.","C","C","D4","T2","C1",13296,2019-01-31,"n",NA,35135,NA
"187","DISTRICT 22 - ANGELES",1910194,"ROWLAND WATER DISTRICT","C","C","D5","There are no treatment plants","C1",13202,2017-06-28,"n",NA,55038,NA
"188","DISTRICT 09 - SACRAMENTO",2910003,"TRUCKEE-DONNER PUD, MAIN","C","C","D4","T2","C1",13101,2018-07-25,"n",NA,36730,NA
"189","DISTRICT 08 - SANTA ANA",3010035,"GOLDEN STATE WC - PLACENTIA/YORBA LINDA","C","C","D5","TD","C1",12861,2018-05-15,"n",NA,53938,NA
"190","DISTRICT 20 - RIVERSIDE",3310008,"MISSION SPRINGS WD","C","C","D4","T2","DAVCL",12750,2019-03-27,"n",NA,36774,NA
"191","DISTRICT 08 - SANTA ANA",3010002,"CITY OF BREA","C","C","D4","There are no treatment plants","C1",12664,2018-12-18,"n",NA,43328,NA
"192","DISTRICT 19 - TEHACHAPI",1510017,"INDIAN WELLS VALLEY W.D.","C","C","D3","T3","C1",12533,2017-10-12,"n",NA,33247,NA
"193","DISTRICT 15 - METROPOLITAN",1910009,"VALLEY COUNTY WATER DIST.","C","C","D4","T5","DAVCL",12462,2010-06-08,"n",NA,56556,NA
"194","DISTRICT 11 - MERCED",2410005,"CITY OF LOS BANOS","C","C","D3","T1","C1",12425,2018-09-18,"n",NA,41898,NA
"195","DISTRICT 09 - SACRAMENTO",3410008,"ELK GROVE WATER SERVICE","C","C","D3","Missing treatment classification in SDWIS","C1",12261,2019-12-06,"n",NA,41709,NA
"196","DISTRICT 08 - SANTA ANA",3010042,"SOUTH COAST WATER DISTRICT","C","C","D4","T2","C1",12189,2019-04-03,"n",NA,35005,NA
"197","DISTRICT 17 - SANTA CLARA",4110025,"NORTH COAST COUNTY WATER DIST","C","C","D4","There are no treatment plants","C1",11967,2018-05-03,"n",NA,38418,NA
"198","DISTRICT 13 - SAN BERNARDINO",3610029,"MONTE VISTA CWD","C","C","D5","T3","C1",11856,2020-08-04,"n",NA,57678,NA
"199","DISTRICT 10 - STOCKTON",5010028,"CERES, CITY OF","C","C","D3","T2","DAVCL",11792,2019-08-20,"n",NA,48697,NA
"200","DISTRICT 04 - SAN FRANCISCO",710007,"DIABLO WATER DISTRICT","C","C","D3","T2","C1",11700,2019-10-24,"n",NA,40144,NA
"201","DISTRICT 09 - SACRAMENTO",3410004,"CARMICHAEL WATER DISTRICT","C","C","D3","T5","C1",11694,2018-10-19,"n",NA,37897,NA
"202","DISTRICT 14 - SAN DIEGO",3710021,"SAN DIEGUITO WD","C","C","D3","There are no treatment plants","C1",11666,2019-03-05,"n",NA,38003,NA
"203","DISTRICT 06 - SANTA BARBARA",4210016,"GOLDEN STATE WATER COMPANY - ORCUTT","C","C","D3","T2","C1",11612,2018-04-16,"n",NA,32157,NA
"204","DISTRICT 13 - SAN BERNARDINO",3610038,"RIALTO, CITY OF","C","C","D4","T1","C1",11579,2015-05-06,"n",NA,54453,NA
"205","DISTRICT 12 - VISALIA",1510015,"OILDALE MWC","C","C","D3","TD","DAVCL",11497,2018-12-18,"n",NA,35630,NA
"206","DISTRICT 17 - SANTA CLARA",4110023,"CITY OF SAN BRUNO","C","C","D4","T2","C1",11423,2017-06-22,"n",NA,46085,NA
"207","DISTRICT 08 - SANTA ANA",3010030,"CITY OF SAN JUAN CAPISTRANO","C","C","D4","TD","C1",11401,2018-09-18,"n",NA,37457,NA
"208","DISTRICT 07 - HOLLYWOOD",1910173,"WHITTIER-CITY, WATER DEPT.","C","C","D4","T3","C1",11368,2018-08-28,"n",NA,49417,NA
"209","DISTRICT 07 - HOLLYWOOD",1910024,"GSWC - CLAREMONT","C","C","D4","T2","C1",11076,2016-11-02,"n",NA,37317,NA
"210","DISTRICT 12 - VISALIA",1510029,"VAUGHN WC INC","C","C","D3","T2","C1",11035,2019-06-11,"n",NA,33227,NA
"211","DISTRICT 06 - SANTA BARBARA",5610018,"VENTURA CWWD NO. 1 - MOORPARK","C","C","D4","T1","C1",10812,2019-04-03,"n",NA,38703,NA
"212","DISTRICT 06 - SANTA BARBARA",4010002,"ATASCADERO MUTUAL WATER CO","C","C","D4","T2","C1",10766,2017-07-05,"n",NA,35479,NA
"213","DISTRICT 15 - METROPOLITAN",1910004,"GSWC - ARTESIA","C","C","D4","T2","C1",10728,2018-06-28,"n",NA,48255,NA
"214","DISTRICT 06 - SANTA BARBARA",4010007,"PASO ROBLES WATER DEPARTMENT","C","C","D3","T3","C1",10707,2017-12-19,"n",NA,32212,NA
"215","DISTRICT 13 - SAN BERNARDINO",3610073,"HI DESERT WD","C","C","D4","T2","C1",10665,2018-03-28,"n",NA,23760,NA
"216","DISTRICT 09 - SACRAMENTO",3410021,"SAN JUAN WATER DISTRICT","C","C","D4","T5","C1",10650,2020-05-06,"n",NA,29603,NA
"217","DISTRICT 20 - RIVERSIDE",3310006,"BANNING, CITY OF","C","C","D4","Operator is not required","DAVCL",10564,2016-10-18,"n",NA,31253,NA
"218","DISTRICT 09 - SACRAMENTO",3410031,"CALAM - ANTELOPE","C","C","D3","T2","C1",10476,2018-08-29,"n",NA,34584,NA
"219","DISTRICT 17 - SANTA CLARA",4110007,"CALIFORNIA WATER SERVICE - SAN CARLOS","C","C","D3","There are no treatment plants","C1",10445,2018-06-07,"n",NA,30955,NA
"220","DISTRICT 13 - SAN BERNARDINO",3610014,"COLTON, CITY OF","C","C","D5","T2","C1",10352,2019-01-23,"n",NA,55430,NA
"221","DISTRICT 22 - ANGELES",1910090,"MONROVIA-CITY, WATER DEPT.","C","C","D4","T3","C1",10245,2020-06-03,"n",NA,38787,NA
"222","DISTRICT 22 - ANGELES",1910156,"BEVERLY HILLS-CITY, WATER DEPT.","C","C","D4","T4","C1",10087,2018-11-06,"n",NA,46001,NA
"223","DISTRICT 14 - SAN DIEGO",1310004,"EL CENTRO, CITY OF","C","C","D5","T5","DAVCL",10008,2018-11-02,"n",NA,46315,NA
"224","DISTRICT 04 - SAN FRANCISCO",710006,"CITY OF MARTINEZ","C","C","D3","T5","C1",9944,2017-12-06,"y","CA0710006",35375,"Bin D"
"225","DISTRICT 01 - KLAMATH",1210004,"EUREKA, CITY OF","C","C","D3","T2","DAVCL",9944,2020-06-16,"n",NA,32815,NA
"226","DISTRICT 12 - VISALIA",1510005,"DELANO, CITY OF","C","C","D4","T3","DAVCL",9890,2018-12-13,"y","CA1510005",53936,"Bin D"
"227","DISTRICT 06 - SANTA BARBARA",4210006,"LOMPOC-CITY WATER UTILITY DIV","C","C","D3","T3","C1",9818,2019-02-26,"y","CA4210006",40759,"Bin D"
"228","DISTRICT 04 - SAN FRANCISCO",4810001,"CITY OF BENICIA","C","C","D3","T4","C1",9814,2017-03-23,"y","CA4810001",28000,"Bin D"
"229","DISTRICT 04 - SAN FRANCISCO",110011,"CITY OF LIVERMORE","C","C","D4","There are no treatment plants","C1",9698,2018-10-24,"y","CA0110011",30000,"Bin D"
"230","DISTRICT 15 - METROPOLITAN",1910077,"GSWC - FLORENCE/GRAHAM","C","C","D3","T2","C1",9682,2017-10-17,"y","CA1910077",66203,"Bin D"
"231","DISTRICT 08 - SANTA ANA",3010079,"EL TORO WATER DISTRICT","C","C","D5","There are no treatment plants","C1",9583,2019-12-03,"y","CA3010079",49054,"Bin D"
"232","DISTRICT 14 - SAN DIEGO",3710019,"RAMONA MUNICIPAL WD","C","C","D4","There are no treatment plants","C1",9507,2019-06-10,"y","CA3710019",33865,"Bin D"
"233","DISTRICT 18 - SONOMA",4910014,"ROHNERT PARK, CITY OF","C","C","D4","T2","C1",9505,2019-09-25,"y","CA4910014",42067,"Bin D"
"234","DISTRICT 07 - HOLLYWOOD",1910042,"PICO RIVERA - CITY, WATER DEPT.","C","C","D4","TD","C1",9433,2018-04-24,"y","CA1910042",40702,"Bin D"
"235","DISTRICT 15 - METROPOLITAN",1910098,"GSWC - NORWALK","C","C","D4","T2","C1",9341,2018-09-25,"y","CA1910098",43874,"Bin D"
"236","DISTRICT 20 - RIVERSIDE",3310016,"HEMET, CITY OF","C","C","D3","T2","DAVCL",9325,2018-05-17,"y","CA3310016",29982,"Bin D"
"237","DISTRICT 15 - METROPOLITAN",1910030,"GSWC - CULVER CITY","C","C","D4","T1","C1",9268,2019-07-30,"y","CA1910030",36271,"Bin D"
"238","DISTRICT 07 - HOLLYWOOD",1910144,"SAN GABRIEL COUNTY WD","C","C","D3","T2","C1",9250,2020-08-25,"n",NA,45000,NA
"239","DISTRICT 22 - ANGELES",1910079,"LYNWOOD-CITY, WATER DEPT.","C","C","D5","TD","DAVCL",9136,2017-12-11,"n",NA,70492,NA
"240","DISTRICT 14 - SAN DIEGO",3710008,"FALLBROOK PUD","C","C","D4","T3","C1",9107,2015-12-16,"y","CA3710008",34894,"Bin D"
"241","DISTRICT 05 - MONTEREY",2710001,"ALCO WATER SERVICE","C","C","D3","T1","C1",9053,2018-04-20,"n",NA,29875,NA
"242","DISTRICT 14 - SAN DIEGO",3710026,"VALLEY CENTER MWD","C","C","D4","There are no treatment plants","C1",8990,2017-10-19,"y","CA3710026",25766,"Bin D"
"243","DISTRICT 13 - SAN BERNARDINO",3610043,"GOLDEN STATE WATER CO - BARSTOW","C","C","D4","T2","C1",8926,2016-11-08,"y","CA3610043",31641,"Bin D"
"244","DISTRICT 18 - SONOMA",4910017,"WINDSOR, TOWN OF","C","C","D4","T3","C1",8917,2013-04-09,"n",NA,28209,NA
"245","DISTRICT 15 - METROPOLITAN",1910062,"LA VERNE, CITY WD","C","C","D4","T3","C1",8794,2018-01-22,"y","CA1910062",32206,"Bin D"
"246","DISTRICT 06 - SANTA BARBARA",5610063,"CAMROSA WATER DISTRICT","C","C","D4","T3","C1",8751,2019-09-06,"y","CA5610063",30000,"Bin D"
"247","DISTRICT 17 - SANTA CLARA",4110001,"MID-PENINSULA WATER DISTRICT","C","C","D3","There are no treatment plants","C1",8728,2018-02-01,"y","CA4110001",28050,"Bin D"
"248","DISTRICT 17 - SANTA CLARA",4110003,"CITY OF BURLINGAME","C","C","D3","There are no treatment plants","C1",8728,2018-03-19,"y","CA4110003",31056,"Bin D"
"249","DISTRICT 08 - SANTA ANA",3010017,"LAGUNA BEACH COUNTY WD","C","C","D3","There are no treatment plants","C1",8662,2017-03-14,"y","CA3010017",23309,"Bin D"
"250","DISTRICT 07 - HOLLYWOOD",1910127,"COVINA-CITY, WATER DEPT.","C","C","D4","There are no treatment plants","C1",8499,2017-12-13,"y","CA1910127",33300,"Bin D"
"251","DISTRICT 02 - LASSEN",3110005,"PLACER CWA - AUBURN/BOWMAN","C","C","D4","T4","C1",8491,2019-05-15,"n",NA,27902,NA
"252","DISTRICT 04 - SAN FRANCISCO",4810005,"SUISUN-SOLANO WATER AUTHORITY","C","C","D4","T4","C1",8436,2018-12-12,"y","CA4810005",29917,"Bin D"
"253","DISTRICT 14 - SAN DIEGO",1310002,"CALEXICO, CITY OF","C","C","D4","T4","C1",8431,2019-09-27,"y","CA1310002",40357,"Bin D"
"254","DISTRICT 11 - MERCED",2410001,"CITY OF ATWATER","C","C","D3","T2","DAVCL",8419,2018-08-23,"y","CA2410001",29479,"Bin D"
"255","DISTRICT 20 - RIVERSIDE",3310007,"COACHELLA WATER AUTHORITY","C","C","D4","Operator is not required","C1",8396,2017-12-20,"y","CA3310007",45407,"Bin D"
"256","DISTRICT 13 - SAN BERNARDINO",3610001,"ADELANTO, CITY OF","C","C","D3","T2","DAVCL",8301,2017-03-23,"n",NA,31765,NA
"257","DISTRICT 05 - MONTEREY",2710017,"MARINA COAST WATER DISTRICT","C","C","D4","TD","C1",8295,2017-10-26,"y","CA2710017",35361,"Bin D"
"258","DISTRICT 14 - SAN DIEGO",3710016,"RAINBOW MUNICIPAL WD","C","C","D4","There are no treatment plants","C1",8254,2017-01-17,"y","CA3710016",44726,"Bin D"
"259","DISTRICT 17 - SANTA CLARA",4110021,"ESTERO MUNICIPAL IMPROVEMENT DISTRICT","C","C","D3","There are no treatment plants","C1",8160,2018-02-28,"y","CA4110021",37687,"Bin D"
"260","DISTRICT 15 - METROPOLITAN",1910028,"CRESCENTA VALLEY CWD","C","C","D4","T3","C1",8004,2017-09-26,"y","CA1910028",33203,"Bin D"
"261","DISTRICT 12 - VISALIA",1510006,"EAST NILES CSD","C","C","D4","T2","DAVCL",7991,2017-10-30,"n",NA,32293,NA
"262","DISTRICT 13 - SAN BERNARDINO",3610005,"LAKE ARROWHEAD CSD","C","C","D4","T3","C1",7862,2018-10-16,"n",NA,7183,NA
"263","DISTRICT 08 - SANTA ANA",3710702,"CAMP PENDLETON (SOUTH)","C","C","D4","T3","C1",7828,2020-07-22,"n",NA,56985,NA
"264","DISTRICT 10 - STOCKTON",5010014,"OAKDALE, CITY OF","C","C","D3","There are no treatment plants","C1",7648,2019-08-14,"y","CA5010014",22348,"Bin D"
"265","DISTRICT 12 - VISALIA",1510022,"WEST KERN WATER DISTRICT","C","C","D4","T2","C1",7537,2018-12-13,"y","CA1510022",22863,"Bin D"
"266","DISTRICT 01 - KLAMATH",1210009,"HUMBOLDT C.S.D.","C","C","D4","There are no treatment plants","DAVCL",7532,2020-05-20,"y","CA1210009",24885,"Bin D"
"267","DISTRICT 06 - SANTA BARBARA",5610011,"SANTA PAULA WATER SYSTEM","C","C","D4","T1","C1",7508,2018-02-14,"n",NA,29321,NA
"268","DISTRICT 16 - CENTRAL",1910204,"LOS ANGELES CWWD 29 & 80-MALIBU","C","C","D4","T1","C1",7498,2015-06-24,"y","CA1910204",31204,"Bin D"
"269","DISTRICT 16 - CENTRAL",1910204,"LOS ANGELES CWWD 29 & 80-MALIBU","C","C","D4","T1","C1",7498,2015-06-24,"y","CA1910204",31204,"Bin D"
"270","DISTRICT 07 - HOLLYWOOD",1910212,"GSWC-SOUTH ARCADIA","C","C","D3","T2","C1",7451,2018-10-12,"y","CA1910212",26970,"Bin D"
"271","DISTRICT 07 - HOLLYWOOD",1910105,"PARAMOUNT - CITY, WATER DEPT.","C","C","D4","T2","DAVCL",7429,2019-03-13,"y","CA1910105",56000,"Bin D"
"272","DISTRICT 20 - RIVERSIDE",3310025,"NORCO, CITY OF","C","C","D4","T2","C1",7422,2018-02-15,"y","CA3310025",27564,"Bin D"
"273","DISTRICT 09 - SACRAMENTO",3410011,"GALT, CITY OF","C","C","D3","T2","C1",7390,2020-02-20,"y","CA3410011",26536,"Bin D"
"274","DISTRICT 15 - METROPOLITAN",1910011,"GSWC - BELL, BELL GARDENS","C","C","D4","T2","C1",7332,2018-11-15,"y","CA1910011",58039,"Bin D"
"275","DISTRICT 10 - STOCKTON",3910015,"CITY OF LATHROP","C","C","D3","T3","C1",7303,2018-06-28,"y","CA3910015",24268,"Bin D"
"276","DISTRICT 07 - HOLLYWOOD",1910186,"CAL-AM WATER COMPANY - DUARTE","C","C","D4","TD","C1",7279,2019-11-12,"n",NA,24020,NA
"277","DISTRICT 13 - SAN BERNARDINO",3610049,"TWENTYNINE PALMS WATER DISTRICT","C","C","D4","T2","DAVCL",7049,2019-11-19,"y","CA3610049",18795,"Bin D"
"278","DISTRICT 12 - VISALIA",1610005,"LEMOORE, CITY OF","C","C","D3","T3","C1",7028,2019-10-23,"y","CA1610005",26093,"Bin D"
"279","DISTRICT 05 - MONTEREY",3510001,"HOLLISTER, CITY OF","C","C","D3","TD","C1",6996,2018-11-16,"y","CA3510001",19281,"Bin D"
"280","DISTRICT 14 - SAN DIEGO",3710013,"LAKESIDE WD","C","C","D4","T2","C1",6986,2016-12-15,"y","CA3710013",35500,"Bin D"
"281","DISTRICT 18 - SONOMA",4910013,"VALLEY OF THE MOON WATER DISTRICT","C","C","D4","T2","C1",6981,2018-08-30,"y","CA4910013",27000,"Bin D"
"282","DISTRICT 22 - ANGELES",1910021,"LIBERTY UTILITIES - COMPTON","C","C","D3","T1","C1",6978,2017-12-12,"y","CA1910021",23802,"Bin D"
"283","DISTRICT 14 - SAN DIEGO",3710018,"RINCON DEL DIABLO MWD (ID-1)","C","C","D4","There are no treatment plants","C1",6971,2017-04-04,"y","CA3710018",27255,"Bin D"
"284","DISTRICT 07 - HOLLYWOOD",1910013,"BELLFLOWER - SOMERSET MWC","C","C","D3","T1","DAVCL",6937,2019-12-05,"y","CA1910013",46300,"Bin D"
"285","DISTRICT 06 - SANTA BARBARA",5610016,"CALIFORNIA WATER SERVICE CO - WESTLAKE","C","C","D4","There are no treatment plants","C1",6900,2018-05-08,"n",NA,19445,NA
"286","DISTRICT 13 - SAN BERNARDINO",3610120,"PHELAN PINON HILLS CSD","C","C","D4","TD","C1",6898,2016-11-14,"y","CA3610120",22763,"Bin D"
"287","DISTRICT 10 - STOCKTON",5010018,"RIVERBANK, CITY OF","C","C","D3","There are no treatment plants","C1",6867,2019-07-03,"y","CA5010018",25244,"Bin D"
"288","DISTRICT 12 - VISALIA",1510055,"CWS - NORTH GARDEN","C","C","D3","T4","C1",6843,2018-10-17,"n",NA,24313,NA
"289","DISTRICT 21 - VALLEY",410006,"SFWP-MINERS RANCH","C","C","D3","T4","DAVCL",6790,2020-07-29,"y","CA0410006",22407,"Bin D"
"290","DISTRICT 22 - ANGELES",1910245,"SANTA FE SPRINGS - CITY, WATER DEPT.","C","C","D4","There are no treatment plants","C1",6788,2019-08-01,"y","CA1910245",18533,"Bin D"
"291","DISTRICT 06 - SANTA BARBARA",4010001,"ARROYO GRANDE, WATER DEPARTMENT","C","C","D4","T2","C1",6783,2017-08-29,"y","CA4010001",17641,"Bin D"
"292","DISTRICT 20 - RIVERSIDE",3310044,"RUBIDOUX COMMUNITY SD","C","C","D3","T3","C1",6675,2020-06-22,"y","CA3310044",32400,"Bin D"
"293","DISTRICT 10 - STOCKTON",5010017,"PATTERSON, CITY OF","C","C","D4","TD","C1",6591,2018-05-14,"y","CA5010017",22679,"Bin D"
"294","DISTRICT 17 - SANTA CLARA",4110011,"COASTSIDE COUNTY WATER DISTRICT","C","C","D3","T3","C1",6530,2019-08-21,"y","CA4110011",16811,"Bin D"
"295","DISTRICT 14 - SAN DIEGO",3710023,"SANTA FE I.D.","C","C","D4","T5","C1",6461,2018-11-15,"y","CA3710023",24509,"Bin D"
"296","DISTRICT 17 - SANTA CLARA",4110018,"CITY OF MILLBRAE","C","C","D3","There are no treatment plants","C1",6458,2019-04-03,"y","CA4110018",22795,"Bin D"
"297","DISTRICT 02 - LASSEN",4510014,"BELLA VISTA WATER DISTRICT","C","C","D3","T5","C1",6360,2018-07-11,"y","CA4510014",19098,"Bin C"
"298","DISTRICT 12 - VISALIA",1010024,"CWS - SELMA","C","C","D3","T2","C1",6357,2020-03-11,"n",NA,26062,NA
"299","DISTRICT 09 - SACRAMENTO",3410704,"SCWA MATHER-SUNRISE","C","C","D3","T2","C1",6347,2019-07-25,"y","CA3410704",20945,"Bin C"
"300","DISTRICT 23 - FRESNO",1010027,"REEDLEY, CITY OF","C","C","D3","T2","C1",6342,2017-01-25,"y","CA1010027",24194,"Bin C"
"301","DISTRICT 15 - METROPOLITAN",1910157,"SUNNY SLOPE WATER CO.","C","C","D3","T3","C1",6262,2019-01-22,"y","CA1910157",30700,"Bin C"
"302","DISTRICT 22 - ANGELES",1910047,"HAWTHORNE-CITY WATER DEPT.","C","C","D3","T3","C1",6219,2015-03-10,"n",NA,44649,NA
"303","DISTRICT 23 - FRESNO",1010029,"CITY OF SANGER","C","C","D3","T3","C1",6210,2020-08-13,"y","CA1010029",25664,"Bin C"
"304","DISTRICT 07 - HOLLYWOOD",1910052,"CAL/AM WATER COMPANY - BALDWIN HILLS","C","C","D4","T2","C1",6198,2018-12-12,"n",NA,20453,NA
"305","DISTRICT 16 - CENTRAL",1910154,"CITY OF SOUTH PASADENA","C","C","D4","T2","C1",6158,2018-09-13,"n",NA,26174,NA
"306","DISTRICT 04 - SAN FRANCISCO",710009,"TOWN OF DISCOVERY BAY","C","C","D3","T2","C1",6157,2017-08-31,"n",NA,16790,NA
"307","DISTRICT 13 - SAN BERNARDINO",3610008,"BIG BEAR CITY CSD","C","C","D3","T3","DAVCL",6149,2018-10-24,"y","CA3610008",12543,"Bin C"
"308","DISTRICT 01 - KLAMATH",1210001,"ARCATA, CITY OF","C","C","D3","T2","DAVCL",6134,2019-06-26,"y","CA1210001",19077,"Bin C"
"309","DISTRICT 24 - TULARE",5410002,"DINUBA, CITY OF","C","C","D3","T2","DAVCL",6036,2017-12-29,"y","CA5410002",26305,"Bin C"
"310","DISTRICT 10 - STOCKTON",510016,"CCWD - EBBETTS PASS","C","C","D4","T3","C1",6013,2018-10-24,"y","CA0510016",12484,"Bin C"
"311","DISTRICT 09 - SACRAMENTO",2910004,"NEVADA ID - E. GEORGE, BANNER MOUNTAIN","C","C","D4","T5","C1",6013,2018-12-17,"y","CA2910004",17077,"Bin C"
"312","DISTRICT 10 - STOCKTON",3910027,"MOUNTAIN HOUSE COMMUNITY SERVICES DIST.","C","C","D3","T4","C1",5950,2019-10-30,"y","CA3910027",19635,"Bin C"
"313","DISTRICT 05 - MONTEREY",4410014,"SAN LORENZO VALLEY WATER DIST","C","C","D4","T3","C1",5868,2018-07-11,"y","CA4410014",21145,"Bin C"
"314","DISTRICT 06 - SANTA BARBARA",5610009,"PORT HUENEME WATER DEPT","C","C","D3","TD","C1",5847,2018-12-27,"y","CA5610009",21926,"Bin C"
"315","DISTRICT 14 - SAN DIEGO",1310006,"IMPERIAL, CITY OF","C","C","D3","T3","C1",5793,2018-09-07,"y","CA1310006",19372,"Bin C"
"316","DISTRICT 16 - CENTRAL",1910130,"QUARTZ HILL WATER DIST.","C","C","D4","T2","C1",5760,2014-03-13,"y","CA1910130",20352,"Bin C"
"317","DISTRICT 14 - SAN DIEGO",1310001,"BRAWLEY, CITY OF","C","C","D3","T4","C1",5758,2018-05-01,"n",NA,27337,NA
"318","DISTRICT 09 - SACRAMENTO",3410016,"ORANGE VALE WATER COMPANY","C","C","D3","There are no treatment plants","C1",5682,2019-09-06,"y","CA3410016",18005,"Bin C"
"319","DISTRICT 20 - RIVERSIDE",3310074,"TEMESCAL VALLEY WATER DISTRICT","C","C","D3","There are no treatment plants","C1",5662,2017-11-15,"y","CA3310074",18146,"Bin C"
"320","DISTRICT 01 - KLAMATH",1210016,"MCKINLEYVILLE C.S.D.","C","C","D3","There are no treatment plants","C1",5616,2020-06-15,"n",NA,16900,NA
"321","DISTRICT 22 - ANGELES",1910049,"HUNTINGTON PARK-CITY, WATER DEPT.","C","C","D4","T1","DAVCL",5572,2019-12-19,"y","CA1910049",15414,"Bin C"
"322","DISTRICT 06 - SANTA BARBARA",4010011,"MORRO BAY PW DEPT - WATER DIVISION","C","C","D3","T2","C1",5532,2018-09-13,"y","CA4010011",10234,"Bin C"
"323","DISTRICT 05 - MONTEREY",3510003,"SUNNYSLOPE COUNTY WATER DIST","C","C","D3","T2","C1",5485,2017-06-21,"y","CA3510003",19189,"Bin C"
"324","DISTRICT 13 - SAN BERNARDINO",3610013,"LOMA LINDA, CITY OF","C","C","D3","T3","C1",5479,2018-01-25,"n",NA,23946,NA
"325","DISTRICT 07 - HOLLYWOOD",1910125,"PICO WD","C","C","D3","TD","C1",5441,2019-03-12,"y","CA1910125",25284,"Bin C"
"326","DISTRICT 08 - SANTA ANA",3010041,"CITY OF SEAL BEACH","C","C","D3","TD","C1",5431,2017-10-24,"y","CA3010041",25561,"Bin C"
"327","DISTRICT 06 - SANTA BARBARA",4010830,"CALIFORNIA MENS COLONY","C","C","D3","T3","C1",5357,2019-09-20,"n",NA,15000,NA
"328","DISTRICT 15 - METROPOLITAN",1910191,"NORWALK - CITY, WATER DEPT.","C","C","D4","T1","C1",5322,2017-02-22,"y","CA1910191",12794,"Bin C"
"329","DISTRICT 03 - MENDOCINO",2810005,"AMERICAN CANYON, CITY OF","C","C","D3","T3","C1",5298,2019-09-10,"n",NA,20315,NA
"330","DISTRICT 06 - SANTA BARBARA",4010004,"GROVER BEACH WATER DEPARTMENT","C","C","D3","T1","C1",5258,2020-03-05,"y","CA4010004",13593,"Bin C"
"331","DISTRICT 16 - CENTRAL",1910143,"SAN FERNANDO-CITY, WATER DEPT.","C","C","D3","T2","C1",5158,2018-09-20,"y","CA1910143",24714,"Bin C"
"332","DISTRICT 04 - SAN FRANCISCO",4810004,"CITY OF RIO VISTA","C","C","D2","T2","C1",5145,2019-08-21,"y","CA4810004",9416,"Bin C"
"333","DISTRICT 12 - VISALIA",1510021,"WASCO, CITY OF","C","C","D3","TD","C1",5103,2018-09-20,"n",NA,22690,NA
"334","DISTRICT 19 - TEHACHAPI",1510018,"ROSAMOND CSD","C","C","D3","T1","C1",5088,2019-06-12,"y","CA1510018",16886,"Bin C"
"335","DISTRICT 04 - SAN FRANCISCO",710002,"GOLDEN STATE WATER COMPANY - BAY POINT","C","C","D3","T1","C1",5030,2017-11-14,"y","CA0710002",22295,"Bin C"
"336","DISTRICT 04 - SAN FRANCISCO",710002,"GOLDEN STATE WATER COMPANY - BAY POINT","C","C","D3","T1","C1",5030,2017-11-14,"y","CA0710002",22295,"Bin C"
"337","DISTRICT 11 - MERCED",5510001,"TUD - SONORA/JAMESTOWN WATER SYSTEM","C","C","D4","T3","DAVCL",4996,2017-11-01,"n",NA,11022,NA
"338","DISTRICT 13 - SAN BERNARDINO",3610015,"CRESTLINE VILLAGE CWD - DIVISION 10","C","C","D3","T1","DAVCL",4950,2014-06-18,"y","CA3610015",8360,"Bin C"
"339","DISTRICT 10 - STOCKTON",3910007,"RIPON, CITY OF","C","C","D4","TD","C1",4941,2019-06-27,"y","CA3910007",15930,"Bin C"
