Regulating Agency,Water System No.,Water System Name,Fed Type,State Type,DS Class,Max TP Class,Fee Code,Service Connections,Population,Last SNSV
DISTRICT 08 - SANTA ANA,3010030,CITY OF SAN JUAN CAPISTRANO,C,C,D4,TD,C1,11401,37457,9/18/2018
DISTRICT 07 - HOLLYWOOD,1910173,"WHITTIER-CITY, WATER DEPT.",C,C,D4,T3,C1,11368,49417,8/28/2018
DISTRICT 07 - HOLLYWOOD,1910024,GSWC - CLAREMONT,C,C,D4,T2,C1,11076,37317,11/2/2016
DISTRICT 12 - VISALIA,1510029,VAUGHN WC INC,C,C,D3,T2,C1,11035,33227,6/11/2019
DISTRICT 06 - SANTA BARBARA,5610018,VENTURA CWWD NO. 1 - MOORPARK,C,C,D4,T1,C1,10812,38703,4/3/2019
DISTRICT 06 - SANTA BARBARA,4010002,ATASCADERO MUTUAL WATER CO,C,C,D4,T2,C1,10766,35479,7/5/2017
DISTRICT 15 - METROPOLITAN,1910004,GSWC - ARTESIA,C,C,D4,T2,C1,10728,48255,6/28/2018
DISTRICT 06 - SANTA BARBARA,4010007,PASO ROBLES WATER DEPARTMENT,C,C,D3,T3,C1,10707,32212,12/19/2017
DISTRICT 13 - SAN BERNARDINO,3610073,HI DESERT WD,C,C,D4,T2,C1,10665,23760,3/28/2018
DISTRICT 09 - SACRAMENTO,3410021,SAN JUAN WATER DISTRICT,C,C,D4,T5,C1,10650,29603,5/6/2020
DISTRICT 20 - RIVERSIDE,3310006,"BANNING, CITY OF",C,C,D4,Operator is not required,DAVCL,10564,31253,10/18/2016
DISTRICT 09 - SACRAMENTO,3410031,CALAM - ANTELOPE,C,C,D3,T2,C1,10476,34584,8/29/2018
DISTRICT 17 - SANTA CLARA,4110007,CALIFORNIA WATER SERVICE - SAN CARLOS,C,C,D3,There are no treatment plants,C1,10445,30955,6/7/2018
DISTRICT 13 - SAN BERNARDINO,3610014,"COLTON, CITY OF",C,C,D5,T2,C1,10352,55430,1/23/2019
DISTRICT 22 - ANGELES,1910090,"MONROVIA-CITY, WATER DEPT.",C,C,D4,T3,C1,10245,38787,6/3/2020
DISTRICT 22 - ANGELES,1910156,"BEVERLY HILLS-CITY, WATER DEPT.",C,C,D4,T4,C1,10087,46001,11/6/2018
DISTRICT 14 - SAN DIEGO,1310004,"EL CENTRO, CITY OF",C,C,D5,T5,DAVCL,10008,46315,11/2/2018
DISTRICT 04 - SAN FRANCISCO,710006,CITY OF MARTINEZ,C,C,D3,T5,C1,9944,35375,12/6/2017
DISTRICT 01 - KLAMATH,1210004,"EUREKA, CITY OF",C,C,D3,T2,DAVCL,9944,32815,6/16/2020
DISTRICT 12 - VISALIA,1510005,"DELANO, CITY OF",C,C,D4,T3,DAVCL,9890,53936,12/13/2018
DISTRICT 06 - SANTA BARBARA,4210006,LOMPOC-CITY WATER UTILITY DIV,C,C,D3,T3,C1,9818,40759,2/26/2019
DISTRICT 04 - SAN FRANCISCO,4810001,CITY OF BENICIA,C,C,D3,T4,C1,9814,28000,3/23/2017
DISTRICT 04 - SAN FRANCISCO,110011,CITY OF LIVERMORE,C,C,D4,There are no treatment plants,C1,9698,30000,10/24/2018
DISTRICT 15 - METROPOLITAN,1910077,GSWC - FLORENCE/GRAHAM,C,C,D3,T2,C1,9682,66203,10/17/2017
DISTRICT 08 - SANTA ANA,3010079,EL TORO WATER DISTRICT,C,C,D5,There are no treatment plants,C1,9583,49054,12/3/2019
DISTRICT 14 - SAN DIEGO,3710019,RAMONA MUNICIPAL WD,C,C,D4,There are no treatment plants,C1,9507,33865,6/10/2019
DISTRICT 18 - SONOMA,4910014,"ROHNERT PARK, CITY OF",C,C,D4,T2,C1,9505,42067,9/25/2019
DISTRICT 07 - HOLLYWOOD,1910042,"PICO RIVERA - CITY, WATER DEPT.",C,C,D4,TD,C1,9433,40702,4/24/2018
DISTRICT 15 - METROPOLITAN,1910098,GSWC - NORWALK,C,C,D4,T2,C1,9341,43874,9/25/2018
DISTRICT 20 - RIVERSIDE,3310016,"HEMET, CITY OF",C,C,D3,T2,DAVCL,9325,29982,5/17/2018
DISTRICT 15 - METROPOLITAN,1910030,GSWC - CULVER CITY,C,C,D4,T1,C1,9268,36271,7/30/2019
DISTRICT 07 - HOLLYWOOD,1910144,SAN GABRIEL COUNTY WD,C,C,D3,T2,C1,9250,45000,8/25/2020
DISTRICT 22 - ANGELES,1910079,"LYNWOOD-CITY, WATER DEPT.",C,C,D5,TD,DAVCL,9136,70492,12/11/2017
DISTRICT 14 - SAN DIEGO,3710008,FALLBROOK PUD,C,C,D4,T3,C1,9107,34894,12/16/2015
DISTRICT 05 - MONTEREY,2710001,ALCO WATER SERVICE,C,C,D3,T1,C1,9053,29875,4/20/2018
DISTRICT 14 - SAN DIEGO,3710026,VALLEY CENTER MWD,C,C,D4,There are no treatment plants,C1,8990,25766,10/19/2017
DISTRICT 13 - SAN BERNARDINO,3610043,GOLDEN STATE WATER CO - BARSTOW,C,C,D4,T2,C1,8926,31641,11/8/2016
DISTRICT 18 - SONOMA,4910017,"WINDSOR, TOWN OF",C,C,D4,T3,C1,8917,28209,4/9/2013
DISTRICT 15 - METROPOLITAN,1910062,"LA VERNE, CITY WD",C,C,D4,T3,C1,8794,32206,1/22/2018
DISTRICT 06 - SANTA BARBARA,5610063,CAMROSA WATER DISTRICT,C,C,D4,T3,C1,8751,30000,9/6/2019
DISTRICT 17 - SANTA CLARA,4110001,MID-PENINSULA WATER DISTRICT,C,C,D3,There are no treatment plants,C1,8728,28050,2/1/2018
DISTRICT 17 - SANTA CLARA,4110003,CITY OF BURLINGAME,C,C,D3,There are no treatment plants,C1,8728,31056,3/19/2018
DISTRICT 08 - SANTA ANA,3010017,LAGUNA BEACH COUNTY WD,C,C,D3,There are no treatment plants,C1,8662,23309,3/14/2017
DISTRICT 07 - HOLLYWOOD,1910127,"COVINA-CITY, WATER DEPT.",C,C,D4,There are no treatment plants,C1,8499,33300,12/13/2017
DISTRICT 02 - LASSEN,3110005,PLACER CWA - AUBURN/BOWMAN,C,C,D4,T4,C1,8491,27902,5/15/2019
DISTRICT 04 - SAN FRANCISCO,4810005,SUISUN-SOLANO WATER AUTHORITY,C,C,D4,T4,C1,8436,29917,12/12/2018
DISTRICT 14 - SAN DIEGO,1310002,"CALEXICO, CITY OF",C,C,D4,T4,C1,8431,40357,9/27/2019
DISTRICT 11 - MERCED,2410001,CITY OF ATWATER,C,C,D3,T2,DAVCL,8419,29479,8/23/2018
DISTRICT 20 - RIVERSIDE,3310007,COACHELLA WATER AUTHORITY,C,C,D4,Operator is not required,C1,8396,45407,12/20/2017
DISTRICT 13 - SAN BERNARDINO,3610001,"ADELANTO, CITY OF",C,C,D3,T2,DAVCL,8301,31765,3/23/2017
DISTRICT 05 - MONTEREY,2710017,MARINA COAST WATER DISTRICT,C,C,D4,TD,C1,8295,35361,10/26/2017
DISTRICT 14 - SAN DIEGO,3710016,RAINBOW MUNICIPAL WD,C,C,D4,There are no treatment plants,C1,8254,44726,1/17/2017
DISTRICT 17 - SANTA CLARA,4110021,ESTERO MUNICIPAL IMPROVEMENT DISTRICT,C,C,D3,There are no treatment plants,C1,8160,37687,2/28/2018
DISTRICT 15 - METROPOLITAN,1910028,CRESCENTA VALLEY CWD,C,C,D4,T3,C1,8004,33203,9/26/2017
DISTRICT 12 - VISALIA,1510006,EAST NILES CSD,C,C,D4,T2,DAVCL,7991,32293,10/30/2017
DISTRICT 13 - SAN BERNARDINO,3610005,LAKE ARROWHEAD CSD,C,C,D4,T3,C1,7862,7183,10/16/2018
DISTRICT 08 - SANTA ANA,3710702,CAMP PENDLETON (SOUTH),C,C,D4,T3,C1,7828,56985,7/22/2020
DISTRICT 10 - STOCKTON,5010014,"OAKDALE, CITY OF",C,C,D3,There are no treatment plants,C1,7648,22348,8/14/2019
DISTRICT 12 - VISALIA,1510022,WEST KERN WATER DISTRICT,C,C,D4,T2,C1,7537,22863,12/13/2018
DISTRICT 01 - KLAMATH,1210009,HUMBOLDT C.S.D.,C,C,D4,There are no treatment plants,DAVCL,7532,24885,5/20/2020
DISTRICT 06 - SANTA BARBARA,5610011,SANTA PAULA WATER SYSTEM,C,C,D4,T1,C1,7508,29321,2/14/2018
DISTRICT 16 - CENTRAL,1910204,LOS ANGELES CWWD 29 & 80-MALIBU,C,C,D4,T1,C1,7498,31204,6/24/2015
DISTRICT 07 - HOLLYWOOD,1910212,GSWC-SOUTH ARCADIA,C,C,D3,T2,C1,7451,26970,10/12/2018
DISTRICT 07 - HOLLYWOOD,1910105,"PARAMOUNT - CITY, WATER DEPT.",C,C,D4,T2,DAVCL,7429,56000,3/13/2019
DISTRICT 20 - RIVERSIDE,3310025,"NORCO, CITY OF",C,C,D4,T2,C1,7422,27564,2/15/2018
DISTRICT 09 - SACRAMENTO,3410011,"GALT, CITY OF",C,C,D3,T2,C1,7390,26536,2/20/2020
DISTRICT 15 - METROPOLITAN,1910011,"GSWC - BELL, BELL GARDENS",C,C,D4,T2,C1,7332,58039,11/15/2018
DISTRICT 10 - STOCKTON,3910015,CITY OF LATHROP,C,C,D3,T3,C1,7303,24268,6/28/2018
DISTRICT 07 - HOLLYWOOD,1910186,CAL-AM WATER COMPANY - DUARTE,C,C,D4,TD,C1,7279,24020,11/12/2019
DISTRICT 13 - SAN BERNARDINO,3610049,TWENTYNINE PALMS WATER DISTRICT,C,C,D4,T2,DAVCL,7049,18795,11/19/2019
DISTRICT 12 - VISALIA,1610005,"LEMOORE, CITY OF",C,C,D3,T3,C1,7028,26093,10/23/2019
DISTRICT 05 - MONTEREY,3510001,"HOLLISTER, CITY OF",C,C,D3,TD,C1,6996,19281,11/16/2018
DISTRICT 14 - SAN DIEGO,3710013,LAKESIDE WD,C,C,D4,T2,C1,6986,35500,12/15/2016
DISTRICT 18 - SONOMA,4910013,VALLEY OF THE MOON WATER DISTRICT,C,C,D4,T2,C1,6981,27000,8/30/2018
DISTRICT 22 - ANGELES,1910021,LIBERTY UTILITIES - COMPTON,C,C,D3,T1,C1,6978,23802,12/12/2017
DISTRICT 14 - SAN DIEGO,3710018,RINCON DEL DIABLO MWD (ID-1),C,C,D4,There are no treatment plants,C1,6971,27255,4/4/2017
DISTRICT 07 - HOLLYWOOD,1910013,BELLFLOWER - SOMERSET MWC,C,C,D3,T1,DAVCL,6937,46300,12/5/2019
DISTRICT 06 - SANTA BARBARA,5610016,CALIFORNIA WATER SERVICE CO - WESTLAKE,C,C,D4,There are no treatment plants,C1,6900,19445,5/8/2018
DISTRICT 13 - SAN BERNARDINO,3610120,PHELAN PINON HILLS CSD,C,C,D4,TD,C1,6898,22763,11/14/2016
DISTRICT 10 - STOCKTON,5010018,"RIVERBANK, CITY OF",C,C,D3,There are no treatment plants,C1,6867,25244,7/3/2019
DISTRICT 12 - VISALIA,1510055,CWS - NORTH GARDEN,C,C,D3,T4,C1,6843,24313,10/17/2018
DISTRICT 21 - VALLEY,410006,SFWP-MINERS RANCH,C,C,D3,T4,DAVCL,6790,22407,7/29/2020
DISTRICT 22 - ANGELES,1910245,"SANTA FE SPRINGS - CITY, WATER DEPT.",C,C,D4,There are no treatment plants,C1,6788,18533,8/1/2019
DISTRICT 06 - SANTA BARBARA,4010001,"ARROYO GRANDE, WATER DEPARTMENT",C,C,D4,T2,C1,6783,17641,8/29/2017
DISTRICT 20 - RIVERSIDE,3310044,RUBIDOUX COMMUNITY SD,C,C,D3,T3,C1,6675,32400,6/22/2020
DISTRICT 10 - STOCKTON,5010017,"PATTERSON, CITY OF",C,C,D4,TD,C1,6591,22679,5/14/2018
DISTRICT 17 - SANTA CLARA,4110011,COASTSIDE COUNTY WATER DISTRICT,C,C,D3,T3,C1,6530,16811,8/21/2019
DISTRICT 14 - SAN DIEGO,3710023,SANTA FE I.D.,C,C,D4,T5,C1,6461,24509,11/15/2018
DISTRICT 17 - SANTA CLARA,4110018,CITY OF MILLBRAE,C,C,D3,There are no treatment plants,C1,6458,22795,4/3/2019
DISTRICT 02 - LASSEN,4510014,BELLA VISTA WATER DISTRICT,C,C,D3,T5,C1,6360,19098,7/11/2018
DISTRICT 12 - VISALIA,1010024,CWS - SELMA,C,C,D3,T2,C1,6357,26062,3/11/2020
DISTRICT 09 - SACRAMENTO,3410704,SCWA MATHER-SUNRISE,C,C,D3,T2,C1,6347,20945,7/25/2019
DISTRICT 23 - FRESNO,1010027,"REEDLEY, CITY OF",C,C,D3,T2,C1,6342,24194,1/25/2017
DISTRICT 15 - METROPOLITAN,1910157,SUNNY SLOPE WATER CO.,C,C,D3,T3,C1,6262,30700,1/22/2019
DISTRICT 22 - ANGELES,1910047,HAWTHORNE-CITY WATER DEPT.,C,C,D3,T3,C1,6219,44649,3/10/2015
DISTRICT 23 - FRESNO,1010029,CITY OF SANGER,C,C,D3,T3,C1,6210,25664,8/13/2020
DISTRICT 07 - HOLLYWOOD,1910052,CAL/AM WATER COMPANY - BALDWIN HILLS,C,C,D4,T2,C1,6198,20453,12/12/2018
DISTRICT 16 - CENTRAL,1910154,CITY OF SOUTH PASADENA,C,C,D4,T2,C1,6158,26174,9/13/2018
DISTRICT 04 - SAN FRANCISCO,710009,TOWN OF DISCOVERY BAY,C,C,D3,T2,C1,6157,16790,8/31/2017
DISTRICT 13 - SAN BERNARDINO,3610008,BIG BEAR CITY CSD,C,C,D3,T3,DAVCL,6149,12543,10/24/2018
DISTRICT 01 - KLAMATH,1210001,"ARCATA, CITY OF",C,C,D3,T2,DAVCL,6134,19077,6/26/2019
DISTRICT 24 - TULARE,5410002,"DINUBA, CITY OF",C,C,D3,T2,DAVCL,6036,26305,12/29/2017
DISTRICT 10 - STOCKTON,510016,CCWD - EBBETTS PASS,C,C,D4,T3,C1,6013,12484,10/24/2018
DISTRICT 09 - SACRAMENTO,2910004,"NEVADA ID - E. GEORGE, BANNER MOUNTAIN",C,C,D4,T5,C1,6013,17077,12/17/2018
DISTRICT 10 - STOCKTON,3910027,MOUNTAIN HOUSE COMMUNITY SERVICES DIST.,C,C,D3,T4,C1,5950,19635,10/30/2019
DISTRICT 05 - MONTEREY,4410014,SAN LORENZO VALLEY WATER DIST,C,C,D4,T3,C1,5868,21145,7/11/2018
DISTRICT 06 - SANTA BARBARA,5610009,PORT HUENEME WATER DEPT,C,C,D3,TD,C1,5847,21926,12/27/2018
DISTRICT 14 - SAN DIEGO,1310006,"IMPERIAL, CITY OF",C,C,D3,T3,C1,5793,19372,9/7/2018
DISTRICT 16 - CENTRAL,1910130,QUARTZ HILL WATER DIST.,C,C,D4,T2,C1,5760,20352,3/13/2014
DISTRICT 14 - SAN DIEGO,1310001,"BRAWLEY, CITY OF",C,C,D3,T4,C1,5758,27337,5/1/2018
DISTRICT 09 - SACRAMENTO,3410016,ORANGE VALE WATER COMPANY,C,C,D3,There are no treatment plants,C1,5682,18005,9/6/2019
DISTRICT 20 - RIVERSIDE,3310074,TEMESCAL VALLEY WATER DISTRICT,C,C,D3,There are no treatment plants,C1,5662,18146,11/15/2017
DISTRICT 01 - KLAMATH,1210016,MCKINLEYVILLE C.S.D.,C,C,D3,There are no treatment plants,C1,5616,16900,6/15/2020
DISTRICT 22 - ANGELES,1910049,"HUNTINGTON PARK-CITY, WATER DEPT.",C,C,D4,T1,DAVCL,5572,15414,12/19/2019
DISTRICT 06 - SANTA BARBARA,4010011,MORRO BAY PW DEPT - WATER DIVISION,C,C,D3,T2,C1,5532,10234,9/13/2018
DISTRICT 05 - MONTEREY,3510003,SUNNYSLOPE COUNTY WATER DIST,C,C,D3,T2,C1,5485,19189,6/21/2017
DISTRICT 13 - SAN BERNARDINO,3610013,"LOMA LINDA, CITY OF",C,C,D3,T3,C1,5479,23946,1/25/2018
DISTRICT 07 - HOLLYWOOD,1910125,PICO WD,C,C,D3,TD,C1,5441,25284,3/12/2019
DISTRICT 08 - SANTA ANA,3010041,CITY OF SEAL BEACH,C,C,D3,TD,C1,5431,25561,10/24/2017
DISTRICT 06 - SANTA BARBARA,4010830,CALIFORNIA MENS COLONY,C,C,D3,T3,C1,5357,15000,9/20/2019
DISTRICT 15 - METROPOLITAN,1910191,"NORWALK - CITY, WATER DEPT.",C,C,D4,T1,C1,5322,12794,2/22/2017
DISTRICT 03 - MENDOCINO,2810005,"AMERICAN CANYON, CITY OF",C,C,D3,T3,C1,5298,20315,9/10/2019
DISTRICT 06 - SANTA BARBARA,4010004,GROVER BEACH WATER DEPARTMENT,C,C,D3,T1,C1,5258,13593,3/5/2020
DISTRICT 16 - CENTRAL,1910143,"SAN FERNANDO-CITY, WATER DEPT.",C,C,D3,T2,C1,5158,24714,9/20/2018
DISTRICT 04 - SAN FRANCISCO,4810004,CITY OF RIO VISTA,C,C,D2,T2,C1,5145,9416,8/21/2019
DISTRICT 12 - VISALIA,1510021,"WASCO, CITY OF",C,C,D3,TD,C1,5103,22690,9/20/2018
DISTRICT 19 - TEHACHAPI,1510018,ROSAMOND CSD,C,C,D3,T1,C1,5088,16886,6/12/2019
DISTRICT 04 - SAN FRANCISCO,710002,GOLDEN STATE WATER COMPANY - BAY POINT,C,C,D3,T1,C1,5030,22295,11/14/2017
DISTRICT 11 - MERCED,5510001,TUD - SONORA/JAMESTOWN WATER SYSTEM,C,C,D4,T3,DAVCL,4996,11022,11/1/2017
DISTRICT 13 - SAN BERNARDINO,3610015,CRESTLINE VILLAGE CWD - DIVISION 10,C,C,D3,T1,DAVCL,4950,8360,6/18/2014
DISTRICT 10 - STOCKTON,3910007,"RIPON, CITY OF",C,C,D4,TD,C1,4941,15930,6/27/2019
DISTRICT 07 - HOLLYWOOD,1910223,GSWC-SOUTH SAN GABRIEL,C,C,D4,T2,C1,4927,27843,12/21/2017
DISTRICT 09 - SACRAMENTO,2910006,NEVADA ID - LOMA RICA,C,C,D4,T4,C1,4921,13976,7/29/2020
DISTRICT 18 - SONOMA,4910005,"HEALDSBURG, CITY OF",C,C,D3,T3,C1,4900,12104,6/27/2018
DISTRICT 21 - VALLEY,5210004,CITY OF RED BLUFF,C,C,D3,There are no treatment plants,DAVCL,4870,14076,4/17/2018
DISTRICT 06 - SANTA BARBARA,4010008,PISMO BEACH WATER DEPARTMENT,C,C,D3,TD,C1,4858,8213,7/21/2017
DISTRICT 13 - SAN BERNARDINO,3610057,RIVERSIDE HIGHLAND WATER COMPANY,C,C,D3,TD,C1,4852,17780,9/6/2018
DISTRICT 21 - VALLEY,5810002,LINDA COUNTY WATER DISTRICT,C,C,D3,T2,DAVCL,4822,18800,1/22/2019
DISTRICT 13 - SAN BERNARDINO,3610025,JOSHUA BASIN WATER DISTRICT,C,C,D3,TD,DAVCL,4806,9665,10/15/2014
DISTRICT 03 - MENDOCINO,2310003,"UKIAH, CITY OF",C,C,D3,T3,DAVCL,4781,16185,5/30/2018
DISTRICT 12 - VISALIA,1510019,"SHAFTER, CITY OF",C,C,D3,T2,DAVCL,4777,20500,4/8/2019
DISTRICT 09 - SACRAMENTO,3410023,CAL AM FRUITRIDGE VISTA,C,C,D3,T2,C1,4761,15712,9/5/2019
DISTRICT 21 - VALLEY,5810003,OLIVEHURST PUBLIC U.D.,C,C,D3,T2,C1,4721,15579,12/11/2018
DISTRICT 15 - METROPOLITAN,1910040,"EL SEGUNDO-CITY, WATER DEPT.",C,C,D3,There are no treatment plants,C1,4640,16719,7/3/2018
DISTRICT 06 - SANTA BARBARA,5610043,OAK PARK WATER SERVICE,C,C,D4,There are no treatment plants,C1,4591,12200,6/15/2018
DISTRICT 09 - SACRAMENTO,3410018,RIO LINDA/ELVERTA COMMUNITY WATER DIST,C,C,D3,T1,C1,4590,14381,12/19/2018
DISTRICT 06 - SANTA BARBARA,4210007,MONTECITO WATER DIST,C,C,D4,T4,C1,4574,11428,3/9/2017
DISTRICT 17 - SANTA CLARA,4310018,CITY OF CUPERTINO,C,C,D5,TD,C1,4486,16530,12/12/2017
DISTRICT 22 - ANGELES,1910161,LIBERTY UTILITIES - LYNWOOD,C,C,D3,T2,C1,4480,34171,6/25/2020
DISTRICT 16 - CENTRAL,1910063,LINCOLN AVENUE WATER CO.,C,C,D4,T2,C1,4474,16126,10/30/2018
DISTRICT 19 - TEHACHAPI,1510032,"CALIFORNIA CITY, CITY OF",C,C,D3,TD,C1,4437,14120,5/22/2019
DISTRICT 10 - STOCKTON,5010005,CITY OF MODESTO - SALIDA,C,C,D3,TD,C1,4403,14530,1/30/2020
DISTRICT 06 - SANTA BARBARA,4010026,NIPOMO COMM SERVICES DIST,C,C,D3,TD,C1,4398,13173,2/15/2018
DISTRICT 07 - HOLLYWOOD,1910073,"LOMITA-CITY, WATER DEPT.",C,C,D3,There are no treatment plants,C1,4384,20320,1/26/2017
DISTRICT 01 - KLAMATH,1210006,"FORTUNA, CITY OF",C,C,D3,T2,DAVCL,4377,11649,1/14/2019
DISTRICT 08 - SANTA ANA,3010094,TRABUCO CANYON WATER DISTRICT,C,C,D4,T3,C1,4299,13659,12/18/2018
DISTRICT 17 - SANTA CLARA,4110016,TOWN OF HILLSBOROUGH,C,C,D3,There are no treatment plants,C1,4293,10910,8/15/2017
DISTRICT 07 - HOLLYWOOD,1910101,ORCHARD DALE WATER DISTRICT,C,C,D3,T2,C1,4280,25000,8/12/2020
DISTRICT 08 - SANTA ANA,3010100,CITY OF LA PALMA,C,C,D3,T2,C1,4269,15948,3/6/2018
DISTRICT 18 - SONOMA,4910012,"SONOMA, CITY OF",C,C,D3,T1,C1,4189,11654,5/27/2014
DISTRICT 17 - SANTA CLARA,4110017,MENLO PARK MUNICIPAL WATER,C,C,D3,There are no treatment plants,C1,4181,14348,11/28/2018
DISTRICT 20 - RIVERSIDE,3310032,"SAN JACINTO, CITY OF",C,C,D3,T1,DAVCL,4136,13856,9/21/2017
DISTRICT 16 - CENTRAL,1910091,MONTEBELLO LAND & WATER CO.,C,C,D2,T2,C1,4048,26554,11/27/2018
DISTRICT 12 - VISALIA,1510001,ARVIN COMMUNITY SERVICES DIST,C,C,D3,T2,DAVCL,4038,21947,11/28/2018
DISTRICT 06 - SANTA BARBARA,4010014,CAMBRIA COMM SERVICES DIST,C,C,D2,T3,C1,4034,6032,3/14/2019
DISTRICT 11 - MERCED,2010001,CHOWCHILLA CITY WATER DEPT,C,C,D3,TD,DAVCL,4029,13220,11/28/2018
DISTRICT 11 - MERCED,5510012,TUD - UPPER BASIN WATER SYSTEM,C,C,D3,T3,C1,4003,9409,11/14/2017
DISTRICT 06 - SANTA BARBARA,4210001,CARPINTERIA VALLEY WATER DISTRICT,C,C,D3,T1,C1,3992,15346,2/6/2019
DISTRICT 05 - MONTEREY,2710011,"SOLEDAD, CITY OF",C,C,D3,TD,C1,3948,16729,6/8/2020
DISTRICT 13 - SAN BERNARDINO,3610121,SBDNO COUNTY SERVICE AREA 64,C,C,D3,TD,C1,3922,14375,3/26/2020
DISTRICT 06 - SANTA BARBARA,5610002,FILLMORE WATER DEPT,C,C,D3,TD,C1,3917,15222,11/13/2019
DISTRICT 17 - SANTA CLARA,4110027,WESTBOROUGH COUNTY WATER DIST,C,C,D3,There are no treatment plants,C1,3885,14050,11/19/2019
DISTRICT 16 - CENTRAL,1910038,"EL MONTE-CITY, WATER DEPT.",C,C,D3,Missing treatment classification in SDWIS,DAVCL,3877,22968,12/16/2019
DISTRICT 02 - LASSEN,1810001,CITY OF SUSANVILLE,C,C,D2,TD,DAVCL,3825,8492,6/4/2019
DISTRICT 09 - SACRAMENTO,910013,GEORGETOWN DIVIDE PUD,C,C,D3,T3,C1,3824,9102,4/12/2019
DISTRICT 05 - MONTEREY,4410013,SCOTTS VALLEY WATER DISTRICT,C,C,D4,T2,C1,3812,10709,3/15/2019
DISTRICT 07 - HOLLYWOOD,1910148,"SIERRA MADRE-CITY, WATER DEPT.",C,C,D3,T2,C1,3804,11000,12/11/2018
DISTRICT 10 - STOCKTON,510006,CCWD - JENNY LIND,C,C,D4,T4,C1,3800,9592,12/6/2017
DISTRICT 15 - METROPOLITAN,1910096,SANTA CLARITA VALLEY W.A.-NEWHALL DIV.,C,C,D4,T2,C1,3780,12474,12/4/2018
DISTRICT 17 - SANTA CLARA,4110024,CITY OF EAST PALO ALTO,C,C,D3,T2,C1,3752,28000,9/28/2017
DISTRICT 02 - LASSEN,4510006,CITY OF SHASTA LAKE,C,C,D3,T3,DAVCL,3752,10386,2/20/2018
DISTRICT 05 - MONTEREY,2710008,"GREENFIELD, CITY OF",C,C,D3,T1,DAVCL,3720,17517,4/16/2018
DISTRICT 23 - FRESNO,1010019,"KINGSBURG, CITY OF",C,C,D3,There are no treatment plants,C1,3704,11504,1/10/2018
DISTRICT 21 - VALLEY,5810001,CAL-WATER SERVICE CO.-MARYSVILLE,C,C,D3,T1,DAVCL,3694,12231,6/27/2018
DISTRICT 15 - METROPOLITAN,1910166,VALLEY WATER CO.,C,C,D3,T3,C1,3599,10070,7/27/2020
DISTRICT 16 - CENTRAL,1910005,"LOS ANGELES CWWD 40, REG. 38-LAKE LA",C,C,D4,T2,C1,3584,13796,10/1/2018
DISTRICT 19 - TEHACHAPI,1510020,"TEHACHAPI, CITY OF",C,C,D2,T2,DAVCL,3569,8839,4/4/2017
DISTRICT 23 - FRESNO,1010004,COALINGA-CITY,C,C,D3,T4,C1,3561,16791,4/27/2018
DISTRICT 13 - SAN BERNARDINO,2610001,MAMMOTH CWD,C,C,D3,T3,C1,3556,8234,9/18/2014
DISTRICT 10 - STOCKTON,5010013,CITY OF NEWMAN-WATER DEPARTMENT,C,C,D3,TD,C1,3525,11658,11/5/2019
DISTRICT 21 - VALLEY,410005,CAL-WATER SERVICE CO.-OROVILLE,C,C,D3,T4,DAVCL,3503,10698,4/21/2017
DISTRICT 23 - FRESNO,1010018,"KERMAN, CITY OF",C,C,D3,TD,DAVCL,3478,14349,12/2/2016
DISTRICT 11 - MERCED,2410004,CITY OF LIVINGSTON,C,C,D3,T2,C1,3419,14894,7/11/2018
DISTRICT 01 - KLAMATH,810001,CITY OF CRESCENT CITY,C,C,"T2,D3",T1,DAVCL,3416,14000,1/16/2020
DISTRICT 20 - RIVERSIDE,3310003,BLYTHE - CITY OF,C,C,D4,T2,C1,3409,9727,12/19/2017
DISTRICT 12 - VISALIA,1610004,"CORCORAN, CITY OF",C,C,D3,T4,C1,3383,21835,10/20/2017
DISTRICT 02 - LASSEN,4510001,CITY OF ANDERSON,C,C,D3,TD,DAVCL,3339,11147,1/30/2019
DISTRICT 13 - SAN BERNARDINO,3610705,US ARMY FORT IRWIN,C,C,D4,T3,C1,3315,16000,3/24/2016
DISTRICT 12 - VISALIA,1510012,LAMONT PUBLIC UTILITY DIST,C,C,D3,T2,DAVCL,3300,19057,10/24/2018
DISTRICT 13 - SAN BERNARDINO,3610125,SBNDO COUNTY SERVICE AREA 70J,C,C,D4,TD,C1,3300,11944,6/3/2016
DISTRICT 24 - TULARE,5410003,"EXETER, CITY OF",C,C,D3,TD,C1,3298,10548,12/3/2019
DISTRICT 18 - SONOMA,4910002,"CLOVERDALE, CITY OF",C,C,D2,T3,C1,3269,9157,11/10/2015
DISTRICT 02 - LASSEN,3110001,NORTH TAHOE PUD - MAIN,C,C,D2,T2,C1,3261,5300,9/25/2017
DISTRICT 12 - VISALIA,1510024,GREENFIELD COUNTY WD,C,C,D3,T2,DAVCL,3255,10444,11/25/2019
DISTRICT 11 - MERCED,5510009,GROVELAND COMMUNITY SERV DIST,C,C,D3,T2,DAVCL,3246,3400,11/1/2017
DISTRICT 09 - SACRAMENTO,2910023,NEVADA ID - LAKE WILDWOOD,C,C,D3,T3,C1,3192,9065,10/25/2018
DISTRICT 16 - CENTRAL,1910140,RUBIO CANON LAND & WATER ASSOCIATION,C,C,D3,T3,C1,3128,9600,11/20/2019
